sale_id,product_id,date,quantity,unit_price,revenue
91,1,2024-12-13,4,33.55,134.2
92,1,2024-03-19,7,33.6,235.2
93,1,2024-03-19,8,33.54,268.32
94,1,2024-02-16,7,34.51,241.57
95,1,2024-09-22,7,34.8,243.6
96,1,2024-03-14,4,34.53,138.12
97,1,2024-03-14,2,33.73,67.46
98,1,2024-08-12,8,34.81,278.48
99,1,2024-05-04,4,34.49,137.96
100,1,2024-07-22,8,33.83,270.64
101,1,2024-07-22,6,34.33,205.98
102,1,2024-03-23,6,34.57,207.42
103,1,2024-03-23,1,33.02,33.02
104,1,2024-04-04,1,33.34,33.34
105,1,2024-07-11,6,34.08,204.48
106,1,2024-11-21,9,32.9,296.1
107,1,2024-11-21,5,33.21,166.05
108,1,2024-11-21,3,34.47,103.41
109,1,2024-07-30,4,34.63,138.52
110,1,2024-12-06,8,33.41,267.28
111,1,2024-07-21,10,34.77,347.7
112,1,2024-03-16,3,34.31,102.93
113,1,2024-03-25,1,34.38,34.38
114,1,2024-12-19,3,34.16,102.48
115,1,2024-01-17,2,34.46,68.92
116,1,2024-03-07,6,33.29,199.74
117,1,2024-09-28,5,33.47,167.35
118,1,2024-01-08,8,33.81,270.48
119,1,2024-01-08,2,33.71,67.42
120,1,2024-01-08,5,33.52,167.6
121,1,2024-04-23,8,33.39,267.12
122,1,2024-04-26,5,33.09,165.45
123,1,2024-04-26,2,33.09,66.18
124,1,2024-11-19,4,34.39,137.56
125,1,2024-11-19,1,33.28,33.28
126,1,2024-11-14,3,34.32,102.96
127,1,2024-11-14,8,33.91,271.28
128,1,2024-09-12,5,33.05,165.25
129,1,2024-09-12,4,33.31,133.24
130,1,2024-10-28,4,32.87,131.48
131,1,2024-04-20,2,33.4,66.8
132,1,2024-04-20,4,33.97,135.88
133,1,2024-11-17,3,33.1,99.3
134,1,2024-03-01,2,33.84,67.68
135,1,2024-03-01,6,34.01,204.06
136,1,2024-06-04,5,33.74,168.7
137,1,2024-06-04,7,32.95,230.65
138,1,2024-09-18,4,33.81,135.24
139,1,2024-05-12,6,33.66,201.96
140,1,2024-08-10,5,34.12,170.6
141,1,2024-08-10,10,33.15,331.5
142,1,2024-05-20,5,33.46,167.3
143,1,2024-05-20,2,33.08,66.16
144,1,2024-01-18,2,34.08,68.16
145,1,2024-05-28,3,33.3,99.9
146,1,2024-05-28,5,33.76,168.8
147,1,2024-05-28,6,34.59,207.54
148,1,2024-01-25,10,33.46,334.6
149,1,2024-01-25,2,34.08,68.16
150,1,2024-07-17,6,34.77,208.62
151,1,2024-11-16,6,33.27,199.62
152,1,2024-11-16,7,33.16,232.12
153,1,2024-12-22,10,33.0,330.0
154,1,2024-12-22,6,33.76,202.56
155,1,2024-12-22,5,33.44,167.2
156,1,2024-10-21,2,34.28,68.56
157,1,2024-05-19,3,33.77,101.31
158,1,2024-06-07,6,34.72,208.32
159,1,2024-08-17,5,34.11,170.55
160,1,2024-08-17,8,34.74,277.92
161,1,2024-12-26,7,33.95,237.65
162,1,2024-07-28,2,34.69,69.38
163,1,2024-11-24,5,32.99,164.95
164,1,2024-09-25,2,33.47,66.94
165,1,2024-08-19,5,34.0,170.0
166,1,2024-06-06,5,33.1,165.5
167,1,2024-01-20,8,34.27,274.16
168,1,2024-05-27,2,33.86,67.72
169,1,2024-03-20,3,33.01,99.03
170,1,2024-08-20,5,33.72,168.6
171,1,2024-01-19,6,33.35,200.1
172,1,2024-10-07,4,34.8,139.2
173,1,2024-04-14,4,34.01,136.04
174,1,2024-10-09,2,34.87,69.74
175,1,2024-10-09,7,33.39,233.73000000000002
176,1,2024-04-28,6,34.38,206.28
177,1,2024-04-28,5,34.17,170.85
178,1,2024-04-28,9,33.21,298.89
179,1,2024-02-01,7,34.13,238.91
180,1,2024-02-01,1,33.03,33.03
181,1,2024-02-06,9,33.52,301.68
182,1,2024-10-12,7,34.59,242.13
183,1,2024-06-30,5,34.25,171.25
184,1,2024-06-30,3,34.76,104.28
185,1,2024-11-18,6,33.96,203.76
186,1,2024-11-18,7,33.48,234.36
187,1,2024-10-26,4,34.82,139.28
188,1,2024-06-02,3,33.89,101.67
189,1,2024-06-02,6,34.18,205.08
190,1,2024-06-21,9,33.68,303.12
191,1,2024-06-21,4,33.58,134.32
192,1,2024-06-21,4,34.11,136.44
193,1,2024-06-22,3,33.26,99.78
194,1,2024-06-22,6,34.73,208.38
195,1,2024-02-29,8,34.26,274.08
196,1,2024-04-21,5,34.82,174.1
197,1,2024-05-25,5,33.33,166.65
198,1,2024-05-25,4,33.96,135.84
199,1,2024-01-07,5,33.03,165.15
200,1,2024-11-12,2,34.7,69.4
201,1,2024-09-11,5,33.08,165.4
202,1,2024-01-11,4,33.86,135.44
203,1,2024-01-11,5,33.88,169.4
204,1,2024-06-17,4,34.54,138.16
205,1,2024-04-13,8,33.34,266.72
206,1,2024-03-22,6,33.62,201.72
207,1,2024-06-29,2,33.88,67.76
208,1,2024-07-27,7,34.6,242.2
209,1,2024-07-01,8,34.45,275.6
210,1,2024-08-13,3,34.74,104.22
211,1,2024-09-04,3,34.51,103.53
212,1,2024-09-04,2,33.45,66.9
213,1,2024-09-04,4,34.87,139.48
214,1,2024-06-16,4,33.15,132.6
215,1,2024-06-16,6,33.55,201.3
216,1,2024-07-18,6,33.95,203.7
217,1,2024-04-02,4,33.5,134.0
218,1,2024-04-02,5,34.26,171.3
219,1,2024-03-10,5,33.32,166.6
220,1,2024-03-10,1,32.93,32.93
221,1,2024-09-02,4,34.28,137.12
222,1,2024-04-06,8,33.63,269.04
223,1,2024-05-23,6,34.51,207.06
224,1,2024-10-05,6,33.85,203.10000000000002
225,1,2024-10-05,4,33.86,135.44
226,1,2024-04-07,4,34.61,138.44
227,1,2024-10-25,10,33.74,337.4
228,1,2024-03-09,5,33.77,168.85
229,1,2024-01-24,1,33.68,33.68
230,1,2024-01-24,5,33.16,165.8
231,1,2024-02-07,6,34.81,208.86
232,1,2024-05-24,2,34.25,68.5
233,1,2024-05-02,5,34.57,172.85
234,1,2024-03-08,3,34.59,103.77
235,1,2024-06-12,7,33.49,234.43
236,1,2024-06-12,3,34.39,103.17
237,1,2024-10-14,3,32.92,98.76
238,1,2024-10-18,5,34.13,170.65
239,1,2024-10-18,3,34.87,104.61
240,1,2024-10-18,8,33.73,269.84
241,1,2024-12-10,9,34.13,307.17
242,1,2024-05-05,3,33.75,101.25
243,1,2024-05-05,7,34.68,242.76
244,1,2024-05-26,4,34.46,137.84
245,1,2024-05-26,1,33.61,33.61
246,1,2024-11-07,6,33.92,203.52
247,1,2024-03-27,4,34.45,137.8
248,1,2024-11-03,6,33.0,198.0
249,1,2024-07-04,4,34.1,136.4
250,1,2024-07-04,5,34.7,173.5
251,1,2024-12-29,8,33.78,270.24
252,1,2024-06-24,8,33.36,266.88
253,1,2024-10-04,6,34.48,206.88
254,1,2024-10-04,5,34.22,171.1
255,1,2024-06-26,4,33.74,134.96
256,1,2024-11-01,2,34.04,68.08
257,1,2024-08-06,7,33.71,235.97
258,1,2024-09-15,3,34.56,103.68
259,1,2024-09-15,3,33.63,100.89
260,1,2024-05-09,7,33.33,233.31
261,1,2024-05-09,4,34.01,136.04
262,1,2024-02-08,3,33.44,100.32
263,1,2024-01-12,5,34.18,170.9
264,1,2024-01-12,7,33.99,237.93
265,1,2024-08-27,4,34.36,137.44
266,1,2024-07-13,6,34.08,204.48
267,1,2024-07-13,5,34.68,173.4
268,1,2024-04-22,6,34.47,206.82
269,1,2024-06-28,3,33.56,100.68
270,1,2024-08-26,3,34.11,102.33
271,1,2024-08-26,3,34.31,102.93
272,1,2024-08-15,6,34.55,207.3
273,1,2024-04-27,5,34.68,173.4
274,1,2024-12-02,3,33.47,100.41
275,1,2024-12-17,6,34.02,204.12
276,1,2024-12-17,8,33.03,264.24
277,1,2024-12-07,1,34.36,34.36
278,1,2024-12-07,5,33.11,165.55
279,1,2024-12-20,6,34.82,208.92
280,1,2024-12-20,5,34.7,173.5
281,1,2024-12-20,7,33.37,233.59
282,1,2024-06-13,3,33.82,101.46
283,1,2024-06-13,3,34.36,103.08
284,1,2024-08-07,4,33.08,132.32
285,1,2024-08-07,4,33.13,132.52
286,1,2024-09-07,5,34.59,172.95
287,1,2024-09-07,3,34.84,104.52
288,1,2024-06-03,4,34.48,137.92
289,1,2024-07-16,3,34.45,103.35000000000001
290,1,2024-12-05,11,33.93,373.23
291,1,2024-01-03,3,34.21,102.63
292,1,2024-01-03,3,34.03,102.09
293,1,2024-04-25,4,34.75,139.0
294,1,2024-04-25,9,33.32,299.88
295,1,2024-09-01,6,34.64,207.84
296,1,2024-09-06,2,34.7,69.4
297,1,2024-10-15,2,32.97,65.94
298,1,2024-10-15,4,34.69,138.76
299,1,2024-10-15,6,33.67,202.02
300,2,2024-08-18,7,60.93,426.51
301,2,2024-08-18,3,60.16,180.48
302,2,2024-07-18,4,60.3,241.2
303,2,2024-05-23,3,62.28,186.84
304,2,2024-05-23,3,63.3,189.9
305,2,2024-05-23,4,62.55,250.2
306,2,2024-07-16,7,61.34,429.38
307,2,2024-07-16,5,61.61,308.05
308,2,2024-07-16,4,63.32,253.28
309,2,2024-05-19,6,61.17,367.02
310,2,2024-05-19,4,63.32,253.28
311,2,2024-04-20,1,60.17,60.17
312,2,2024-04-20,2,61.81,123.62
313,2,2024-04-21,2,61.13,122.26
314,2,2024-04-21,3,60.5,181.5
315,2,2024-11-19,9,62.94,566.46
316,2,2024-02-09,4,62.25,249.0
317,2,2024-02-09,8,62.01,496.08
318,2,2024-05-07,4,62.71,250.84
319,2,2024-05-07,4,60.27,241.08
320,2,2024-08-16,8,60.05,480.4
321,2,2024-03-29,5,60.57,302.85
322,2,2024-03-29,6,63.02,378.12
323,2,2024-06-28,4,60.35,241.4
324,2,2024-09-29,1,59.81,59.81
325,2,2024-04-04,5,60.34,301.7
326,2,2024-11-26,8,60.73,485.84
327,2,2024-09-17,4,62.25,249.0
328,2,2024-03-14,4,59.86,239.44
329,2,2024-11-09,7,60.68,424.76
330,2,2024-12-23,2,60.45,120.9
331,2,2024-01-10,8,62.54,500.32
332,2,2024-01-25,2,62.56,125.12
333,2,2024-01-25,5,62.68,313.4
334,2,2024-01-25,7,60.2,421.4
335,2,2024-04-24,3,63.3,189.89999999999998
336,2,2024-02-29,5,62.7,313.5
337,2,2024-08-14,4,61.73,246.92
338,2,2024-10-15,2,63.37,126.74
339,2,2024-09-03,5,61.57,307.85
340,2,2024-01-16,9,62.34,561.06
341,2,2024-05-30,10,63.17,631.7
342,2,2024-12-02,6,60.1,360.6
343,2,2024-04-03,1,60.04,60.04
344,2,2024-10-18,6,62.14,372.84
345,2,2024-11-20,2,61.0,122.0
346,2,2024-10-16,5,61.76,308.8
347,2,2024-10-16,9,62.04,558.36
348,2,2024-05-17,5,62.4,312.0
349,2,2024-03-11,2,62.21,124.42
350,2,2024-05-29,8,62.47,499.76
351,2,2024-05-08,9,61.47,553.23
352,2,2024-03-06,3,61.05,183.15
353,2,2024-12-29,8,61.34,490.72
354,2,2024-12-29,4,61.38,245.52
355,2,2024-12-29,2,61.19,122.38
356,2,2024-03-18,3,63.21,189.63
357,2,2024-12-30,2,62.88,125.76
358,2,2024-01-09,7,60.16,421.12
359,2,2024-01-09,9,62.8,565.2
360,2,2024-07-05,3,61.97,185.91
361,2,2024-07-05,4,61.02,244.08
362,2,2024-09-20,5,61.11,305.55
363,2,2024-09-20,11,62.58,688.38
364,2,2024-07-14,9,62.47,562.23
365,2,2024-06-24,3,62.02,186.06
366,2,2024-05-12,3,61.94,185.82
367,2,2024-05-12,5,62.23,311.15
368,2,2024-03-23,6,60.2,361.2
369,2,2024-04-19,5,61.16,305.8
370,2,2024-04-19,5,61.92,309.6
371,2,2024-10-24,3,62.93,188.79
372,2,2024-10-24,5,62.83,314.15
373,2,2024-12-16,4,62.18,248.72
374,2,2024-12-16,7,63.24,442.68
375,2,2024-01-14,4,60.79,243.16
376,2,2024-05-09,4,62.4,249.6
377,2,2024-02-27,4,61.06,244.24
378,2,2024-02-27,6,63.02,378.12
379,2,2024-10-27,5,61.28,306.4
380,2,2024-12-01,2,62.14,124.28
381,2,2024-04-11,7,62.56,437.92
382,2,2024-04-11,7,61.35,429.45
383,2,2024-09-04,2,61.17,122.34
384,2,2024-03-20,6,62.67,376.02
385,2,2024-01-27,5,60.11,300.55
386,2,2024-01-15,1,60.38,60.38
387,2,2024-07-30,4,62.29,249.16
388,2,2024-04-06,3,62.25,186.75
389,2,2024-08-31,2,61.44,122.88
390,2,2024-02-02,9,62.59,563.31
391,2,2024-11-24,5,61.39,306.95
392,2,2024-02-21,7,62.31,436.17
393,2,2024-02-21,7,62.27,435.89000000000004
394,2,2024-02-21,3,61.26,183.78
395,2,2024-07-27,4,59.83,239.32
396,2,2024-01-26,4,60.58,242.32
397,2,2024-01-26,4,60.75,243.0
398,2,2024-11-17,3,59.83,179.49
399,2,2024-11-17,7,60.45,423.15
400,2,2024-10-23,5,62.4,312.0
401,2,2024-10-23,8,62.88,503.04
402,2,2024-10-23,4,60.07,240.28
403,2,2024-03-10,2,59.96,119.92
404,2,2024-03-10,0,63.21,0.0
405,2,2024-10-25,3,61.93,185.79
406,2,2024-10-25,1,62.42,62.42
407,2,2024-07-24,3,60.23,180.69
408,2,2024-07-24,3,61.0,183.0
409,2,2024-12-19,6,62.09,372.54
410,2,2024-01-20,7,63.2,442.4
411,2,2024-12-26,3,62.92,188.76
412,2,2024-03-31,5,61.98,309.9
413,2,2024-03-31,2,61.26,122.52
414,2,2024-09-30,4,61.06,244.24
415,2,2024-10-14,8,60.42,483.36
416,2,2024-10-14,7,60.22,421.54
417,2,2024-09-11,6,63.15,378.9
418,2,2024-11-06,6,62.49,374.94
419,2,2024-07-04,4,62.82,251.28
420,2,2024-02-23,1,60.34,60.34
421,2,2024-02-23,2,62.03,124.06
422,2,2024-07-29,7,62.23,435.61
423,2,2024-07-29,5,62.66,313.3
424,2,2024-06-27,10,62.59,625.9
425,2,2024-04-05,3,61.46,184.38
426,2,2024-04-05,5,61.89,309.45
427,2,2024-02-05,8,62.11,496.88
428,2,2024-02-05,4,62.12,248.48
429,2,2024-12-24,6,60.05,360.3
430,2,2024-01-05,2,60.92,121.84
431,2,2024-01-05,3,60.01,180.03
432,2,2024-08-23,4,60.95,243.8
433,2,2024-10-20,6,60.01,360.06
434,2,2024-08-15,7,60.08,420.56
435,2,2024-05-28,1,62.96,62.96
436,2,2024-11-28,5,61.68,308.4
437,2,2024-12-14,5,61.85,309.25
438,2,2024-12-14,9,63.11,567.99
439,2,2024-05-10,11,62.8,690.8
440,2,2024-10-10,7,60.99,426.93
441,2,2024-06-07,4,60.36,241.44
442,2,2024-06-07,5,60.18,300.9
443,2,2024-11-21,8,61.07,488.56
444,2,2024-11-21,6,61.67,370.02
445,2,2024-04-30,6,60.72,364.32
446,2,2024-07-23,6,61.43,368.58
447,2,2024-07-23,6,60.39,362.34
448,2,2024-04-23,6,60.85,365.1
449,2,2024-07-09,3,61.05,183.15
450,2,2024-01-13,7,62.72,439.04
451,2,2024-08-17,3,60.04,180.12
452,2,2024-01-24,3,62.31,186.93
453,2,2024-01-24,3,62.48,187.44
454,2,2024-11-23,5,63.15,315.75
455,2,2024-04-01,4,61.03,244.12
456,2,2024-11-15,4,60.32,241.28
457,2,2024-05-14,9,63.38,570.42
458,2,2024-10-22,7,61.25,428.75
459,2,2024-01-11,4,63.27,253.08
460,2,2024-02-13,6,61.19,367.14
461,2,2024-09-08,3,62.81,188.43
462,2,2024-08-09,6,62.87,377.22
463,2,2024-11-11,5,62.34,311.7
464,2,2024-11-11,5,62.19,310.95
465,2,2024-03-25,7,61.14,427.98
466,2,2024-12-27,3,60.47,181.41
467,2,2024-08-29,6,63.31,379.86
468,2,2024-08-03,5,60.64,303.2
469,2,2024-08-07,6,60.09,360.54
470,2,2024-08-08,4,60.17,240.68
471,3,2024-04-18,2,11.2,22.4
472,3,2024-03-24,3,10.84,32.52
473,3,2024-03-24,7,10.71,74.97
474,3,2024-06-22,2,10.73,21.46
475,3,2024-06-02,2,11.13,22.26
476,3,2024-11-15,6,10.73,64.38
477,3,2024-01-29,3,10.89,32.67
478,3,2024-01-29,6,10.78,64.68
479,3,2024-01-29,4,10.81,43.24
480,3,2024-07-19,3,10.92,32.76
481,3,2024-07-19,6,10.82,64.92
482,3,2024-12-30,4,10.93,43.72
483,3,2024-07-16,7,10.86,76.02
484,3,2024-03-17,7,11.27,78.89
485,3,2024-05-23,3,10.81,32.43
486,3,2024-05-23,9,10.97,98.73
487,3,2024-10-30,5,11.16,55.8
488,3,2024-10-30,5,10.71,53.55
489,3,2024-08-11,4,11.04,44.16
490,3,2024-08-11,4,10.99,43.96
491,3,2024-09-01,9,11.18,100.62
492,3,2024-09-01,6,10.81,64.86
493,3,2024-09-01,2,10.8,21.6
494,3,2024-06-08,3,10.72,32.16
495,3,2024-06-08,3,11.24,33.72
496,3,2024-01-07,2,10.92,21.84
497,3,2024-09-07,5,10.64,53.2
498,3,2024-09-23,4,10.95,43.8
499,3,2024-09-23,6,11.27,67.62
500,3,2024-05-25,7,10.64,74.48
501,3,2024-04-26,4,11.17,44.68
502,3,2024-02-02,4,11.14,44.56
503,3,2024-02-02,4,10.81,43.24
504,3,2024-09-30,3,11.08,33.24
505,3,2024-01-12,2,11.09,22.18
506,3,2024-01-12,6,10.62,63.72
507,3,2024-10-17,3,10.79,32.37
508,3,2024-10-27,4,10.98,43.92
509,3,2024-10-06,8,10.97,87.76
510,3,2024-10-06,3,10.81,32.43
511,3,2024-07-12,7,10.65,74.55
512,3,2024-07-12,5,11.14,55.7
513,3,2024-07-22,4,10.69,42.76
514,3,2024-07-22,1,11.01,11.01
515,3,2024-07-22,5,10.96,54.8
516,3,2024-08-23,8,10.72,85.76
517,3,2024-10-23,6,11.03,66.18
518,3,2024-10-23,4,10.9,43.6
519,3,2024-02-03,6,10.68,64.08
520,3,2024-02-03,4,10.67,42.68
521,3,2024-02-22,6,10.95,65.7
522,3,2024-01-01,5,10.99,54.95
523,3,2024-01-01,8,10.93,87.44
524,3,2024-10-24,3,11.27,33.81
525,3,2024-05-03,5,10.63,53.15
526,3,2024-10-07,5,10.85,54.25
527,3,2024-10-07,3,11.03,33.09
528,3,2024-06-16,8,11.1,88.8
529,3,2024-04-23,6,10.65,63.9
530,3,2024-06-01,7,11.16,78.12
531,3,2024-05-06,3,11.13,33.39
532,3,2024-05-06,3,11.08,33.24
533,3,2024-05-06,5,11.15,55.75
534,3,2024-02-10,11,11.13,122.43
535,3,2024-02-10,5,10.81,54.050000000000004
536,3,2024-09-19,4,10.75,43.0
537,3,2024-09-19,3,11.23,33.69
538,3,2024-04-29,3,11.27,33.81
539,3,2024-06-21,3,10.79,32.37
540,3,2024-09-16,6,10.75,64.5
541,3,2024-10-28,3,11.13,33.39
542,3,2024-12-19,3,10.84,32.52
543,3,2024-12-19,3,10.86,32.58
544,3,2024-12-19,7,11.11,77.77
545,3,2024-08-09,5,10.88,54.4
546,3,2024-04-05,5,10.95,54.75
547,3,2024-11-12,2,11.23,22.46
548,3,2024-08-29,5,11.15,55.75
549,3,2024-08-29,7,10.67,74.69
550,3,2024-03-04,8,11.16,89.28
551,3,2024-05-05,2,10.83,21.66
552,3,2024-05-05,5,11.06,55.3
553,3,2024-10-09,5,11.02,55.1
554,3,2024-10-09,6,11.07,66.42
555,3,2024-11-30,5,10.65,53.25
556,3,2024-01-09,3,10.85,32.55
557,3,2024-01-09,7,10.8,75.6
558,3,2024-05-09,4,11.24,44.96
559,3,2024-04-15,2,11.04,22.08
560,3,2024-10-02,4,11.15,44.6
561,3,2024-03-26,4,11.25,45.0
562,3,2024-03-15,9,11.02,99.18
563,3,2024-03-15,4,10.64,42.56
564,3,2024-12-16,2,11.13,22.26
565,3,2024-11-24,5,10.87,54.35
566,3,2024-07-24,4,11.02,44.08
567,3,2024-07-24,10,11.24,112.4
568,3,2024-06-27,4,11.12,44.48
569,3,2024-04-04,6,10.97,65.82
570,3,2024-10-21,8,11.05,88.4
571,3,2024-10-21,6,10.7,64.2
572,3,2024-10-21,5,10.95,54.75
573,3,2024-05-27,8,10.99,87.92
574,3,2024-05-27,2,10.79,21.58
575,3,2024-01-23,7,11.28,78.96
576,3,2024-03-22,6,11.22,67.32
577,3,2024-03-22,6,10.7,64.2
578,3,2024-03-25,8,10.92,87.36
579,3,2024-03-25,3,10.91,32.73
580,3,2024-12-12,5,11.07,55.35
581,3,2024-02-08,7,10.83,75.81
582,3,2024-02-08,6,10.66,63.96
583,3,2024-03-09,4,11.21,44.84
584,3,2024-03-09,5,11.09,55.45
585,3,2024-08-17,6,11.04,66.24
586,3,2024-03-14,5,10.96,54.8
587,3,2024-03-14,7,10.75,75.25
588,3,2024-12-17,7,11.14,77.98
589,3,2024-02-26,2,10.99,21.98
590,3,2024-02-26,2,11.15,22.3
591,3,2024-02-26,5,11.02,55.1
592,3,2024-11-27,5,10.82,54.1
593,3,2024-11-27,3,11.09,33.27
594,3,2024-03-28,2,11.13,22.26
595,3,2024-03-28,3,10.67,32.01
596,3,2024-03-28,5,11.04,55.2
597,3,2024-08-18,9,11.07,99.63
598,3,2024-08-18,2,11.2,22.4
599,3,2024-07-03,4,11.04,44.16
600,3,2024-08-30,2,11.26,22.52
601,3,2024-07-23,7,11.22,78.54
602,3,2024-02-12,3,10.7,32.1
603,3,2024-01-15,4,10.73,42.92
604,3,2024-10-11,4,11.09,44.36
605,3,2024-06-13,4,11.24,44.96
606,3,2024-06-13,8,11.18,89.44
607,3,2024-06-13,5,11.04,55.2
608,3,2024-01-03,6,10.7,64.2
609,3,2024-11-01,2,10.97,21.94
610,3,2024-09-17,3,10.73,32.19
611,3,2024-09-17,4,10.72,42.88
612,3,2024-09-17,6,11.09,66.54
613,3,2024-11-19,6,11.18,67.08
614,3,2024-11-19,5,11.16,55.8
615,3,2024-11-19,2,10.65,21.3
616,3,2024-12-28,7,11.0,77.0
617,3,2024-02-14,4,11.13,44.52
618,3,2024-01-04,3,11.04,33.12
619,3,2024-01-04,2,11.03,22.06
620,3,2024-03-02,2,11.25,22.5
621,3,2024-01-16,3,11.15,33.45
622,3,2024-04-01,6,10.82,64.92
623,3,2024-04-01,5,10.66,53.3
624,3,2024-04-01,5,10.94,54.7
625,3,2024-03-20,7,11.02,77.14
626,3,2024-11-07,11,11.09,121.99
627,3,2024-09-22,4,11.19,44.76
628,3,2024-09-22,6,10.71,64.26
629,3,2024-11-14,7,10.99,76.93
630,3,2024-06-17,5,10.93,54.65
631,3,2024-07-27,0,10.78,0.0
632,3,2024-10-20,7,10.81,75.67
633,3,2024-11-21,5,11.03,55.15
634,3,2024-11-21,5,11.19,55.95
635,3,2024-08-26,6,10.84,65.04
636,3,2024-05-15,5,10.83,54.15
637,3,2024-02-05,9,10.95,98.55
638,3,2024-09-11,5,10.95,54.75
639,3,2024-08-13,9,10.64,95.76
640,3,2024-06-20,6,10.95,65.7
641,3,2024-06-20,4,10.76,43.04
642,3,2024-02-19,6,10.65,63.9
643,3,2024-10-15,2,11.2,22.4
644,3,2024-03-11,6,10.93,65.58
645,3,2024-11-02,2,11.18,22.36
646,3,2024-12-02,4,11.2,44.8
647,3,2024-12-02,2,11.12,22.24
648,3,2024-01-24,2,10.88,21.76
649,3,2024-07-17,3,10.75,32.25
650,3,2024-08-27,4,10.67,42.68
651,3,2024-02-17,8,11.12,88.96
652,3,2024-10-29,5,11.27,56.35
653,3,2024-02-01,7,10.7,74.9
654,3,2024-06-09,2,10.88,21.76
655,3,2024-04-09,4,10.84,43.36
656,3,2024-04-09,8,11.12,88.96
657,3,2024-10-16,7,10.96,76.72
658,3,2024-05-10,2,10.65,21.3
659,3,2024-05-10,3,10.84,32.52
660,3,2024-02-04,3,10.92,32.76
661,3,2024-06-07,6,10.96,65.76
662,3,2024-11-26,7,11.02,77.14
663,3,2024-11-26,7,11.27,78.89
