product_id,date,stock_on_hand,reorder_point,lead_time_days,unit_cost
1,2024-03-08,142,60,6,23.5
1,2024-03-09,137,60,6,23.5
1,2024-03-10,131,60,6,23.5
1,2024-03-11,131,60,6,23.5
1,2024-03-12,131,60,6,23.5
1,2024-03-13,124,60,6,23.5
1,2024-03-14,118,60,6,23.5
1,2024-03-15,118,60,6,23.5
1,2024-03-16,115,60,6,23.5
1,2024-03-17,113,60,6,23.5
1,2024-03-18,104,60,6,23.5
1,2024-03-19,89,60,6,23.5
1,2024-03-20,86,60,6,23.5
1,2024-03-21,86,60,6,23.5
1,2024-03-22,80,60,6,23.5
1,2024-03-23,73,60,6,23.5
1,2024-03-24,73,60,6,23.5
1,2024-03-25,72,60,6,23.5
1,2024-03-26,72,60,6,23.5
1,2024-03-27,68,60,6,23.5
1,2024-03-28,68,60,6,23.5
1,2024-03-29,68,60,6,23.5
1,2024-03-30,68,60,6,23.5
1,2024-03-31,62,60,6,23.5
1,2024-04-01,62,60,6,23.5
1,2024-04-02,96,60,6,23.5
1,2024-04-03,86,60,6,23.5
1,2024-04-04,85,60,6,23.5
1,2024-04-05,85,60,6,23.5
1,2024-04-06,77,60,6,23.5
1,2024-04-07,73,60,6,23.5
1,2024-04-08,73,60,6,23.5
1,2024-04-09,73,60,6,23.5
1,2024-04-10,73,60,6,23.5
1,2024-04-11,65,60,6,23.5
1,2024-04-12,65,60,6,23.5
1,2024-04-13,119,60,6,23.5
1,2024-04-14,115,60,6,23.5
1,2024-04-15,115,60,6,23.5
1,2024-04-16,115,60,6,23.5
1,2024-04-17,115,60,6,23.5
1,2024-04-18,105,60,6,23.5
1,2024-04-19,84,60,6,23.5
1,2024-04-20,78,60,6,23.5
1,2024-04-21,73,60,6,23.5
1,2024-04-22,67,60,6,23.5
1,2024-04-23,200,60,6,23.5
1,2024-04-24,199,60,6,23.5
1,2024-04-25,186,60,6,23.5
1,2024-04-26,179,60,6,23.5
1,2024-04-27,174,60,6,23.5
1,2024-04-28,154,60,6,23.5
1,2024-04-29,151,60,6,23.5
1,2024-04-30,151,60,6,23.5
1,2024-05-01,151,60,6,23.5
1,2024-05-02,146,60,6,23.5
1,2024-05-03,146,60,6,23.5
1,2024-05-04,142,60,6,23.5
1,2024-05-05,132,60,6,23.5
1,2024-05-06,111,60,6,23.5
1,2024-05-07,111,60,6,23.5
1,2024-05-08,111,60,6,23.5
1,2024-05-09,100,60,6,23.5
1,2024-05-10,100,60,6,23.5
1,2024-05-11,100,60,6,23.5
1,2024-05-12,94,60,6,23.5
1,2024-05-13,94,60,6,23.5
1,2024-05-14,94,60,6,23.5
1,2024-05-15,94,60,6,23.5
1,2024-05-16,94,60,6,23.5
1,2024-05-17,91,60,6,23.5
1,2024-05-18,91,60,6,23.5
1,2024-05-19,88,60,6,23.5
1,2024-05-20,81,60,6,23.5
1,2024-05-21,81,60,6,23.5
1,2024-05-22,81,60,6,23.5
1,2024-05-23,75,60,6,23.5
1,2024-05-24,73,60,6,23.5
1,2024-05-25,64,60,6,23.5
1,2024-05-26,186,60,6,23.5
1,2024-05-27,184,60,6,23.5
1,2024-05-28,170,60,6,23.5
1,2024-05-29,170,60,6,23.5
1,2024-05-30,170,60,6,23.5
1,2024-05-31,170,60,6,23.5
1,2024-06-01,165,60,6,23.5
1,2024-06-02,156,60,6,23.5
1,2024-06-03,152,60,6,23.5
1,2024-06-04,140,60,6,23.5
1,2024-06-05,140,60,6,23.5
1,2024-06-06,135,60,6,23.5
1,2024-06-07,129,60,6,23.5
1,2024-06-08,129,60,6,23.5
1,2024-06-09,129,60,6,23.5
1,2024-06-10,129,60,6,23.5
1,2024-06-11,129,60,6,23.5
1,2024-06-12,119,60,6,23.5
1,2024-06-13,113,60,6,23.5
1,2024-06-14,108,60,6,23.5
1,2024-06-15,108,60,6,23.5
1,2024-06-16,98,60,6,23.5
1,2024-06-17,94,60,6,23.5
1,2024-06-18,94,60,6,23.5
1,2024-06-19,94,60,6,23.5
1,2024-06-20,94,60,6,23.5
1,2024-06-21,77,60,6,23.5
1,2024-06-22,68,60,6,23.5
1,2024-06-23,68,60,6,23.5
1,2024-06-24,102,60,6,23.5
1,2024-06-25,98,60,6,23.5
1,2024-06-26,94,60,6,23.5
1,2024-06-27,94,60,6,23.5
1,2024-06-28,91,60,6,23.5
1,2024-06-29,89,60,6,23.5
1,2024-06-30,81,60,6,23.5
1,2024-07-01,73,60,6,23.5
1,2024-07-02,66,60,6,23.5
1,2024-07-03,66,60,6,23.5
1,2024-07-04,142,60,6,23.5
1,2024-07-05,142,60,6,23.5
1,2024-07-06,142,60,6,23.5
1,2024-07-07,142,60,6,23.5
1,2024-07-08,142,60,6,23.5
1,2024-07-09,142,60,6,23.5
1,2024-07-10,142,60,6,23.5
1,2024-07-11,136,60,6,23.5
1,2024-07-12,132,60,6,23.5
1,2024-07-13,121,60,6,23.5
1,2024-07-14,118,60,6,23.5
1,2024-07-15,104,60,6,23.5
1,2024-07-16,101,60,6,23.5
1,2024-07-17,95,60,6,23.5
1,2024-07-18,89,60,6,23.5
1,2024-07-19,89,60,6,23.5
1,2024-07-20,89,60,6,23.5
1,2024-07-21,79,60,6,23.5
1,2024-07-22,65,60,6,23.5
1,2024-07-23,65,60,6,23.5
1,2024-07-24,65,60,6,23.5
1,2024-07-25,65,60,6,23.5
1,2024-07-26,65,60,6,23.5
1,2024-07-27,194,60,6,23.5
1,2024-07-28,192,60,6,23.5
1,2024-07-29,192,60,6,23.5
1,2024-07-30,188,60,6,23.5
1,2024-07-31,188,60,6,23.5
1,2024-08-01,188,60,6,23.5
1,2024-08-02,188,60,6,23.5
1,2024-08-03,188,60,6,23.5
1,2024-08-04,188,60,6,23.5
1,2024-08-05,188,60,6,23.5
1,2024-08-06,181,60,6,23.5
1,2024-08-07,173,60,6,23.5
1,2024-08-08,157,60,6,23.5
1,2024-08-09,157,60,6,23.5
1,2024-08-10,142,60,6,23.5
1,2024-08-11,142,60,6,23.5
1,2024-08-12,134,60,6,23.5
1,2024-08-13,131,60,6,23.5
1,2024-08-14,131,60,6,23.5
1,2024-08-15,125,60,6,23.5
1,2024-08-16,125,60,6,23.5
1,2024-08-17,112,60,6,23.5
1,2024-08-18,112,60,6,23.5
1,2024-08-19,107,60,6,23.5
1,2024-08-20,102,60,6,23.5
1,2024-08-21,86,60,6,23.5
1,2024-08-22,83,60,6,23.5
1,2024-08-23,83,60,6,23.5
1,2024-08-24,83,60,6,23.5
1,2024-08-25,68,60,6,23.5
1,2024-08-26,62,60,6,23.5
1,2024-08-27,188,60,6,23.5
1,2024-08-28,188,60,6,23.5
1,2024-08-29,188,60,6,23.5
1,2024-08-30,180,60,6,23.5
1,2024-08-31,180,60,6,23.5
1,2024-09-01,174,60,6,23.5
1,2024-09-02,170,60,6,23.5
1,2024-09-03,170,60,6,23.5
1,2024-09-04,161,60,6,23.5
1,2024-09-05,155,60,6,23.5
1,2024-09-06,153,60,6,23.5
1,2024-09-07,145,60,6,23.5
1,2024-09-08,145,60,6,23.5
1,2024-09-09,145,60,6,23.5
1,2024-09-10,143,60,6,23.5
1,2024-09-11,138,60,6,23.5
1,2024-09-12,129,60,6,23.5
1,2024-09-13,129,60,6,23.5
1,2024-09-14,129,60,6,23.5
1,2024-09-15,123,60,6,23.5
1,2024-09-16,123,60,6,23.5
1,2024-09-17,123,60,6,23.5
1,2024-09-18,119,60,6,23.5
1,2024-09-19,111,60,6,23.5
1,2024-09-20,111,60,6,23.5
1,2024-09-21,111,60,6,23.5
1,2024-09-22,104,60,6,23.5
1,2024-09-23,104,60,6,23.5
1,2024-09-24,104,60,6,23.5
1,2024-09-25,102,60,6,23.5
1,2024-09-26,102,60,6,23.5
1,2024-09-27,102,60,6,23.5
1,2024-09-28,97,60,6,23.5
1,2024-09-29,97,60,6,23.5
1,2024-09-30,97,60,6,23.5
1,2024-10-01,97,60,6,23.5
1,2024-10-02,76,60,6,23.5
1,2024-10-03,76,60,6,23.5
1,2024-10-04,65,60,6,23.5
1,2024-10-05,204,60,6,23.5
1,2024-10-06,204,60,6,23.5
1,2024-10-07,200,60,6,23.5
1,2024-10-08,200,60,6,23.5
1,2024-10-09,191,60,6,23.5
1,2024-10-10,187,60,6,23.5
1,2024-10-11,187,60,6,23.5
1,2024-10-12,180,60,6,23.5
1,2024-10-13,180,60,6,23.5
1,2024-10-14,177,60,6,23.5
1,2024-10-15,165,60,6,23.5
1,2024-10-16,165,60,6,23.5
1,2024-10-17,165,60,6,23.5
1,2024-10-18,149,60,6,23.5
1,2024-10-19,142,60,6,23.5
1,2024-10-20,142,60,6,23.5
1,2024-10-21,140,60,6,23.5
1,2024-10-22,140,60,6,23.5
1,2024-10-23,140,60,6,23.5
1,2024-10-24,134,60,6,23.5
1,2024-10-25,124,60,6,23.5
1,2024-10-26,120,60,6,23.5
1,2024-10-27,113,60,6,23.5
1,2024-10-28,109,60,6,23.5
1,2024-10-29,109,60,6,23.5
1,2024-10-30,109,60,6,23.5
1,2024-10-31,102,60,6,23.5
1,2024-11-01,100,60,6,23.5
1,2024-11-02,100,60,6,23.5
1,2024-11-03,94,60,6,23.5
1,2024-11-04,94,60,6,23.5
1,2024-11-05,86,60,6,23.5
1,2024-11-06,86,60,6,23.5
1,2024-11-07,80,60,6,23.5
1,2024-11-08,80,60,6,23.5
1,2024-11-09,80,60,6,23.5
1,2024-11-10,80,60,6,23.5
1,2024-11-11,80,60,6,23.5
1,2024-11-12,78,60,6,23.5
1,2024-11-13,78,60,6,23.5
1,2024-11-14,67,60,6,23.5
1,2024-11-15,67,60,6,23.5
1,2024-11-16,113,60,6,23.5
1,2024-11-17,110,60,6,23.5
1,2024-11-18,97,60,6,23.5
1,2024-11-19,92,60,6,23.5
1,2024-11-20,92,60,6,23.5
1,2024-11-21,75,60,6,23.5
1,2024-11-22,75,60,6,23.5
1,2024-11-23,75,60,6,23.5
1,2024-11-24,70,60,6,23.5
1,2024-11-25,64,60,6,23.5
1,2024-11-26,64,60,6,23.5
1,2024-11-27,172,60,6,23.5
1,2024-11-28,172,60,6,23.5
1,2024-11-29,172,60,6,23.5
1,2024-11-30,172,60,6,23.5
1,2024-12-01,172,60,6,23.5
1,2024-12-02,169,60,6,23.5
1,2024-12-03,164,60,6,23.5
1,2024-12-04,161,60,6,23.5
1,2024-12-05,150,60,6,23.5
1,2024-12-06,142,60,6,23.5
1,2024-12-07,136,60,6,23.5
1,2024-12-08,132,60,6,23.5
1,2024-12-09,132,60,6,23.5
1,2024-12-10,123,60,6,23.5
1,2024-12-11,120,60,6,23.5
1,2024-12-12,113,60,6,23.5
1,2024-12-13,101,60,6,23.5
1,2024-12-14,101,60,6,23.5
1,2024-12-15,98,60,6,23.5
1,2024-12-16,98,60,6,23.5
1,2024-12-17,84,60,6,23.5
1,2024-12-18,72,60,6,23.5
1,2024-12-19,69,60,6,23.5
1,2024-12-20,137,60,6,23.5
1,2024-12-21,137,60,6,23.5
1,2024-12-22,116,60,6,23.5
1,2024-12-23,116,60,6,23.5
1,2024-12-24,116,60,6,23.5
1,2024-12-25,110,60,6,23.5
1,2024-12-26,103,60,6,23.5
1,2024-12-27,99,60,6,23.5
1,2024-12-28,99,60,6,23.5
1,2024-12-29,91,60,6,23.5
1,2024-12-30,91,60,6,23.5
2,2024-01-01,62,27,7,43.87
2,2024-01-02,62,27,7,43.87
2,2024-01-03,62,27,7,43.87
2,2024-01-04,62,27,7,43.87
2,2024-01-05,57,27,7,43.87
2,2024-01-06,57,27,7,43.87
2,2024-01-07,57,27,7,43.87
2,2024-01-08,57,27,7,43.87
2,2024-01-09,41,27,7,43.87
2,2024-01-10,33,27,7,43.87
2,2024-01-11,29,27,7,43.87
2,2024-01-12,29,27,7,43.87
2,2024-01-13,110,27,7,43.87
2,2024-01-14,106,27,7,43.87
2,2024-01-15,105,27,7,43.87
2,2024-01-16,96,27,7,43.87
2,2024-01-17,96,27,7,43.87
2,2024-01-18,96,27,7,43.87
2,2024-01-19,96,27,7,43.87
2,2024-01-20,89,27,7,43.87
2,2024-01-21,89,27,7,43.87
2,2024-01-22,89,27,7,43.87
2,2024-01-23,89,27,7,43.87
2,2024-01-24,83,27,7,43.87
2,2024-01-25,69,27,7,43.87
2,2024-01-26,61,27,7,43.87
2,2024-01-27,56,27,7,43.87
2,2024-01-28,56,27,7,43.87
2,2024-01-29,56,27,7,43.87
2,2024-01-30,56,27,7,43.87
2,2024-01-31,56,27,7,43.87
2,2024-02-01,56,27,7,43.87
2,2024-02-02,47,27,7,43.87
2,2024-02-03,47,27,7,43.87
2,2024-02-04,47,27,7,43.87
2,2024-02-05,35,27,7,43.87
2,2024-02-06,35,27,7,43.87
2,2024-02-07,35,27,7,43.87
2,2024-02-08,35,27,7,43.87
2,2024-02-09,134,27,7,43.87
2,2024-02-10,134,27,7,43.87
2,2024-02-11,134,27,7,43.87
2,2024-02-12,134,27,7,43.87
2,2024-02-13,128,27,7,43.87
2,2024-02-14,128,27,7,43.87
2,2024-02-15,128,27,7,43.87
2,2024-02-16,128,27,7,43.87
2,2024-02-17,128,27,7,43.87
2,2024-02-18,128,27,7,43.87
2,2024-02-19,128,27,7,43.87
2,2024-02-20,128,27,7,43.87
2,2024-02-21,111,27,7,43.87
2,2024-02-22,111,27,7,43.87
2,2024-02-23,108,27,7,43.87
2,2024-02-24,108,27,7,43.87
2,2024-02-25,108,27,7,43.87
2,2024-02-26,108,27,7,43.87
2,2024-02-27,98,27,7,43.87
2,2024-02-28,98,27,7,43.87
2,2024-02-29,93,27,7,43.87
2,2024-03-01,93,27,7,43.87
2,2024-03-02,93,27,7,43.87
2,2024-03-03,93,27,7,43.87
2,2024-03-04,93,27,7,43.87
2,2024-03-05,93,27,7,43.87
2,2024-03-06,90,27,7,43.87
2,2024-03-07,90,27,7,43.87
2,2024-03-08,90,27,7,43.87
2,2024-03-09,90,27,7,43.87
2,2024-03-10,88,27,7,43.87
2,2024-03-11,86,27,7,43.87
2,2024-03-12,86,27,7,43.87
2,2024-03-13,86,27,7,43.87
2,2024-03-14,82,27,7,43.87
2,2024-03-15,82,27,7,43.87
2,2024-03-16,82,27,7,43.87
2,2024-03-17,82,27,7,43.87
2,2024-03-18,79,27,7,43.87
2,2024-03-19,79,27,7,43.87
2,2024-03-20,73,27,7,43.87
2,2024-03-21,73,27,7,43.87
2,2024-03-22,73,27,7,43.87
2,2024-03-23,67,27,7,43.87
2,2024-03-24,67,27,7,43.87
2,2024-03-25,60,27,7,43.87
2,2024-03-26,60,27,7,43.87
2,2024-03-27,60,27,7,43.87
2,2024-03-28,60,27,7,43.87
2,2024-03-29,49,27,7,43.87
2,2024-03-30,49,27,7,43.87
2,2024-03-31,42,27,7,43.87
2,2024-04-01,38,27,7,43.87
2,2024-04-02,38,27,7,43.87
2,2024-04-03,37,27,7,43.87
2,2024-04-04,32,27,7,43.87
2,2024-04-05,74,27,7,43.87
2,2024-04-06,71,27,7,43.87
2,2024-04-07,71,27,7,43.87
2,2024-04-08,71,27,7,43.87
2,2024-04-09,71,27,7,43.87
2,2024-04-10,71,27,7,43.87
2,2024-04-11,57,27,7,43.87
2,2024-04-12,57,27,7,43.87
2,2024-04-13,57,27,7,43.87
2,2024-04-14,57,27,7,43.87
2,2024-04-15,57,27,7,43.87
2,2024-04-16,57,27,7,43.87
2,2024-04-17,57,27,7,43.87
2,2024-04-18,57,27,7,43.87
2,2024-04-19,47,27,7,43.87
2,2024-04-20,44,27,7,43.87
2,2024-04-21,39,27,7,43.87
2,2024-04-22,39,27,7,43.87
2,2024-04-23,33,27,7,43.87
2,2024-04-24,30,27,7,43.87
2,2024-04-25,30,27,7,43.87
2,2024-04-26,30,27,7,43.87
2,2024-04-27,30,27,7,43.87
2,2024-04-28,30,27,7,43.87
2,2024-04-29,30,27,7,43.87
2,2024-04-30,117,27,7,43.87
2,2024-05-01,117,27,7,43.87
2,2024-05-02,117,27,7,43.87
2,2024-05-03,117,27,7,43.87
2,2024-05-04,117,27,7,43.87
2,2024-05-05,117,27,7,43.87
2,2024-05-06,117,27,7,43.87
2,2024-05-07,109,27,7,43.87
2,2024-05-08,100,27,7,43.87
2,2024-05-09,96,27,7,43.87
2,2024-05-10,85,27,7,43.87
2,2024-05-11,85,27,7,43.87
2,2024-05-12,77,27,7,43.87
2,2024-05-13,77,27,7,43.87
2,2024-05-14,68,27,7,43.87
2,2024-05-15,68,27,7,43.87
2,2024-05-16,68,27,7,43.87
2,2024-05-17,63,27,7,43.87
2,2024-05-18,63,27,7,43.87
2,2024-05-19,53,27,7,43.87
2,2024-05-20,53,27,7,43.87
2,2024-05-21,53,27,7,43.87
2,2024-05-22,53,27,7,43.87
2,2024-05-23,43,27,7,43.87
2,2024-05-24,43,27,7,43.87
2,2024-05-25,43,27,7,43.87
2,2024-05-26,43,27,7,43.87
2,2024-05-27,43,27,7,43.87
2,2024-05-28,42,27,7,43.87
2,2024-05-29,34,27,7,43.87
2,2024-05-30,170,27,7,43.87
2,2024-05-31,170,27,7,43.87
2,2024-06-01,170,27,7,43.87
2,2024-06-02,170,27,7,43.87
2,2024-06-03,170,27,7,43.87
2,2024-06-04,170,27,7,43.87
2,2024-06-05,170,27,7,43.87
2,2024-06-06,170,27,7,43.87
2,2024-06-07,161,27,7,43.87
2,2024-06-08,161,27,7,43.87
2,2024-06-09,161,27,7,43.87
2,2024-06-10,161,27,7,43.87
2,2024-06-11,161,27,7,43.87
2,2024-06-12,161,27,7,43.87
2,2024-06-13,161,27,7,43.87
2,2024-06-14,161,27,7,43.87
2,2024-06-15,161,27,7,43.87
2,2024-06-16,161,27,7,43.87
2,2024-06-17,161,27,7,43.87
2,2024-06-18,161,27,7,43.87
2,2024-06-19,161,27,7,43.87
2,2024-06-20,161,27,7,43.87
2,2024-06-21,161,27,7,43.87
2,2024-06-22,161,27,7,43.87
2,2024-06-23,161,27,7,43.87
2,2024-06-24,158,27,7,43.87
2,2024-06-25,158,27,7,43.87
2,2024-06-26,158,27,7,43.87
2,2024-06-27,148,27,7,43.87
2,2024-06-28,144,27,7,43.87
2,2024-06-29,144,27,7,43.87
2,2024-06-30,144,27,7,43.87
2,2024-07-01,144,27,7,43.87
2,2024-07-02,144,27,7,43.87
2,2024-07-03,144,27,7,43.87
2,2024-07-04,140,27,7,43.87
2,2024-07-05,133,27,7,43.87
2,2024-07-06,133,27,7,43.87
2,2024-07-07,133,27,7,43.87
2,2024-07-08,133,27,7,43.87
2,2024-07-09,130,27,7,43.87
2,2024-07-10,130,27,7,43.87
2,2024-07-11,130,27,7,43.87
2,2024-07-12,130,27,7,43.87
2,2024-07-13,130,27,7,43.87
2,2024-07-14,121,27,7,43.87
2,2024-07-15,121,27,7,43.87
2,2024-07-16,105,27,7,43.87
2,2024-07-17,105,27,7,43.87
2,2024-07-18,101,27,7,43.87
2,2024-07-19,101,27,7,43.87
2,2024-07-20,101,27,7,43.87
2,2024-07-21,101,27,7,43.87
2,2024-07-22,101,27,7,43.87
2,2024-07-23,89,27,7,43.87
2,2024-07-24,83,27,7,43.87
2,2024-07-25,83,27,7,43.87
2,2024-07-26,83,27,7,43.87
2,2024-07-27,79,27,7,43.87
2,2024-07-28,79,27,7,43.87
2,2024-07-29,67,27,7,43.87
2,2024-07-30,63,27,7,43.87
2,2024-07-31,63,27,7,43.87
2,2024-08-01,63,27,7,43.87
2,2024-08-02,63,27,7,43.87
2,2024-08-03,58,27,7,43.87
2,2024-08-04,58,27,7,43.87
2,2024-08-05,58,27,7,43.87
2,2024-08-06,58,27,7,43.87
2,2024-08-07,52,27,7,43.87
2,2024-08-08,48,27,7,43.87
2,2024-08-09,42,27,7,43.87
2,2024-08-10,42,27,7,43.87
2,2024-08-11,42,27,7,43.87
2,2024-08-12,42,27,7,43.87
2,2024-08-13,42,27,7,43.87
2,2024-08-14,38,27,7,43.87
2,2024-08-15,31,27,7,43.87
2,2024-08-16,86,27,7,43.87
2,2024-08-17,83,27,7,43.87
2,2024-08-18,73,27,7,43.87
2,2024-08-19,73,27,7,43.87
2,2024-08-20,73,27,7,43.87
2,2024-08-21,73,27,7,43.87
2,2024-08-22,73,27,7,43.87
2,2024-08-23,69,27,7,43.87
2,2024-08-24,69,27,7,43.87
2,2024-08-25,69,27,7,43.87
2,2024-08-26,69,27,7,43.87
2,2024-08-27,69,27,7,43.87
2,2024-08-28,69,27,7,43.87
2,2024-08-29,63,27,7,43.87
2,2024-08-30,63,27,7,43.87
2,2024-08-31,61,27,7,43.87
2,2024-09-01,61,27,7,43.87
2,2024-09-02,61,27,7,43.87
2,2024-09-03,56,27,7,43.87
2,2024-09-04,54,27,7,43.87
2,2024-09-05,54,27,7,43.87
2,2024-09-06,54,27,7,43.87
2,2024-09-07,54,27,7,43.87
2,2024-09-08,51,27,7,43.87
2,2024-09-09,51,27,7,43.87
2,2024-09-10,51,27,7,43.87
2,2024-09-11,45,27,7,43.87
2,2024-09-12,45,27,7,43.87
2,2024-09-13,45,27,7,43.87
2,2024-09-14,45,27,7,43.87
2,2024-09-15,45,27,7,43.87
2,2024-09-16,45,27,7,43.87
2,2024-09-17,41,27,7,43.87
2,2024-09-18,41,27,7,43.87
2,2024-09-19,41,27,7,43.87
2,2024-09-20,145,27,7,43.87
2,2024-09-21,145,27,7,43.87
2,2024-09-22,145,27,7,43.87
2,2024-09-23,145,27,7,43.87
2,2024-09-24,145,27,7,43.87
2,2024-09-25,145,27,7,43.87
2,2024-09-26,145,27,7,43.87
2,2024-09-27,145,27,7,43.87
2,2024-09-28,145,27,7,43.87
2,2024-09-29,144,27,7,43.87
2,2024-09-30,140,27,7,43.87
2,2024-10-01,140,27,7,43.87
2,2024-10-02,140,27,7,43.87
2,2024-10-03,140,27,7,43.87
2,2024-10-04,140,27,7,43.87
2,2024-10-05,140,27,7,43.87
2,2024-10-06,140,27,7,43.87
2,2024-10-07,140,27,7,43.87
2,2024-10-08,140,27,7,43.87
2,2024-10-09,140,27,7,43.87
2,2024-10-10,133,27,7,43.87
2,2024-10-11,133,27,7,43.87
2,2024-10-12,133,27,7,43.87
2,2024-10-13,133,27,7,43.87
2,2024-10-14,118,27,7,43.87
2,2024-10-15,116,27,7,43.87
2,2024-10-16,102,27,7,43.87
2,2024-10-17,102,27,7,43.87
2,2024-10-18,96,27,7,43.87
2,2024-10-19,96,27,7,43.87
2,2024-10-20,90,27,7,43.87
2,2024-10-21,90,27,7,43.87
2,2024-10-22,83,27,7,43.87
2,2024-10-23,66,27,7,43.87
2,2024-10-24,58,27,7,43.87
2,2024-10-25,54,27,7,43.87
2,2024-10-26,54,27,7,43.87
2,2024-10-27,49,27,7,43.87
2,2024-10-28,49,27,7,43.87
2,2024-10-29,49,27,7,43.87
2,2024-10-30,49,27,7,43.87
2,2024-10-31,49,27,7,43.87
2,2024-11-01,49,27,7,43.87
2,2024-11-02,49,27,7,43.87
2,2024-11-03,49,27,7,43.87
2,2024-11-04,49,27,7,43.87
2,2024-11-05,49,27,7,43.87
2,2024-11-06,43,27,7,43.87
2,2024-11-07,43,27,7,43.87
2,2024-11-08,43,27,7,43.87
2,2024-11-09,36,27,7,43.87
2,2024-11-10,36,27,7,43.87
2,2024-11-11,73,27,7,43.87
2,2024-11-12,73,27,7,43.87
2,2024-11-13,73,27,7,43.87
2,2024-11-14,73,27,7,43.87
2,2024-11-15,69,27,7,43.87
2,2024-11-16,69,27,7,43.87
2,2024-11-17,59,27,7,43.87
2,2024-11-18,59,27,7,43.87
2,2024-11-19,50,27,7,43.87
2,2024-11-20,48,27,7,43.87
2,2024-11-21,34,27,7,43.87
2,2024-11-22,34,27,7,43.87
2,2024-11-23,29,27,7,43.87
2,2024-11-24,168,27,7,43.87
2,2024-11-25,168,27,7,43.87
2,2024-11-26,160,27,7,43.87
2,2024-11-27,160,27,7,43.87
2,2024-11-28,155,27,7,43.87
2,2024-11-29,155,27,7,43.87
2,2024-11-30,155,27,7,43.87
2,2024-12-01,153,27,7,43.87
2,2024-12-02,147,27,7,43.87
2,2024-12-03,147,27,7,43.87
2,2024-12-04,147,27,7,43.87
2,2024-12-05,147,27,7,43.87
2,2024-12-06,147,27,7,43.87
2,2024-12-07,147,27,7,43.87
2,2024-12-08,147,27,7,43.87
2,2024-12-09,147,27,7,43.87
2,2024-12-10,147,27,7,43.87
2,2024-12-11,147,27,7,43.87
2,2024-12-12,147,27,7,43.87
2,2024-12-13,147,27,7,43.87
2,2024-12-14,133,27,7,43.87
2,2024-12-15,133,27,7,43.87
2,2024-12-16,122,27,7,43.87
2,2024-12-17,122,27,7,43.87
2,2024-12-18,122,27,7,43.87
2,2024-12-19,116,27,7,43.87
2,2024-12-20,116,27,7,43.87
2,2024-12-21,116,27,7,43.87
2,2024-12-22,116,27,7,43.87
2,2024-12-23,114,27,7,43.87
2,2024-12-24,108,27,7,43.87
2,2024-12-25,108,27,7,43.87
2,2024-12-26,105,27,7,43.87
2,2024-12-27,102,27,7,43.87
2,2024-12-28,102,27,7,43.87
2,2024-12-29,88,27,7,43.87
2,2024-12-30,86,27,7,43.87
3,2024-01-01,50,21,2,7.44
3,2024-01-02,36,21,2,7.44
3,2024-01-03,30,21,2,7.44
