product_id,date,stock_on_hand,reorder_point,lead_time_days,unit_cost,daily_quantity_sold,daily_revenue,stock_ratio
1,2024-07-21,79,60,6,23.5,10.0,347.7,7.9
1,2024-07-22,65,60,6,23.5,14.0,476.62,4.642857142857143
1,2024-07-23,65,60,6,23.5,0.0,0.0,65.0
1,2024-07-24,65,60,6,23.5,0.0,0.0,65.0
1,2024-07-25,65,60,6,23.5,0.0,0.0,65.0
1,2024-07-26,65,60,6,23.5,0.0,0.0,65.0
1,2024-07-27,194,60,6,23.5,7.0,242.2,27.714285714285715
1,2024-07-28,192,60,6,23.5,2.0,69.38,96.0
1,2024-07-29,192,60,6,23.5,0.0,0.0,192.0
1,2024-07-30,188,60,6,23.5,4.0,138.52,47.0
1,2024-07-31,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-01,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-02,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-03,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-04,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-05,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-06,181,60,6,23.5,7.0,235.97,25.857142857142858
1,2024-08-07,173,60,6,23.5,8.0,264.84000000000003,21.625
1,2024-08-08,157,60,6,23.5,16.0,543.22,9.8125
1,2024-08-09,157,60,6,23.5,0.0,0.0,157.0
1,2024-08-10,142,60,6,23.5,15.0,502.1,9.466666666666667
1,2024-08-11,142,60,6,23.5,0.0,0.0,142.0
1,2024-08-12,134,60,6,23.5,8.0,278.48,16.75
1,2024-08-13,131,60,6,23.5,3.0,104.22,43.666666666666664
1,2024-08-14,131,60,6,23.5,0.0,0.0,131.0
1,2024-08-15,125,60,6,23.5,6.0,207.3,20.833333333333332
1,2024-08-16,125,60,6,23.5,0.0,0.0,125.0
1,2024-08-17,112,60,6,23.5,13.0,448.47,8.615384615384615
1,2024-08-18,112,60,6,23.5,0.0,0.0,112.0
1,2024-08-19,107,60,6,23.5,5.0,170.0,21.4
1,2024-08-20,102,60,6,23.5,5.0,168.6,20.4
1,2024-08-21,86,60,6,23.5,16.0,543.59,5.375
1,2024-08-22,83,60,6,23.5,3.0,102.45,27.666666666666668
1,2024-08-23,83,60,6,23.5,0.0,0.0,83.0
1,2024-08-24,83,60,6,23.5,0.0,0.0,83.0
1,2024-08-25,68,60,6,23.5,15.0,514.05,4.533333333333333
1,2024-08-26,62,60,6,23.5,6.0,205.26,10.333333333333334
1,2024-08-27,188,60,6,23.5,4.0,137.44,47.0
1,2024-08-28,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-29,188,60,6,23.5,0.0,0.0,188.0
1,2024-08-30,180,60,6,23.5,8.0,272.56,22.5
1,2024-08-31,180,60,6,23.5,0.0,0.0,180.0
1,2024-09-01,174,60,6,23.5,6.0,207.84,29.0
1,2024-09-02,170,60,6,23.5,4.0,137.12,42.5
1,2024-09-03,170,60,6,23.5,0.0,0.0,170.0
1,2024-09-04,161,60,6,23.5,9.0,309.90999999999997,17.88888888888889
1,2024-09-05,155,60,6,23.5,6.0,208.94,25.833333333333332
1,2024-09-06,153,60,6,23.5,2.0,69.4,76.5
1,2024-09-07,145,60,6,23.5,8.0,277.46999999999997,18.125
1,2024-09-08,145,60,6,23.5,0.0,0.0,145.0
1,2024-09-09,145,60,6,23.5,0.0,0.0,145.0
1,2024-09-10,143,60,6,23.5,2.0,68.94,71.5
1,2024-09-11,138,60,6,23.5,5.0,165.4,27.6
1,2024-09-12,129,60,6,23.5,9.0,298.49,14.333333333333334
1,2024-09-13,129,60,6,23.5,0.0,0.0,129.0
1,2024-09-14,129,60,6,23.5,0.0,0.0,129.0
1,2024-09-15,123,60,6,23.5,6.0,204.57,20.5
1,2024-09-16,123,60,6,23.5,0.0,0.0,123.0
1,2024-09-17,123,60,6,23.5,0.0,0.0,123.0
1,2024-09-18,119,60,6,23.5,4.0,135.24,29.75
1,2024-09-19,111,60,6,23.5,8.0,269.4,13.875
1,2024-09-20,111,60,6,23.5,0.0,0.0,111.0
1,2024-09-21,111,60,6,23.5,0.0,0.0,111.0
1,2024-09-22,104,60,6,23.5,7.0,243.6,14.857142857142858
1,2024-09-23,104,60,6,23.5,0.0,0.0,104.0
1,2024-09-24,104,60,6,23.5,0.0,0.0,104.0
1,2024-09-25,102,60,6,23.5,2.0,66.94,51.0
1,2024-09-26,102,60,6,23.5,0.0,0.0,102.0
1,2024-09-27,102,60,6,23.5,0.0,0.0,102.0
1,2024-09-28,97,60,6,23.5,5.0,167.35,19.4
1,2024-09-29,97,60,6,23.5,0.0,0.0,97.0
1,2024-09-30,97,60,6,23.5,0.0,0.0,97.0
1,2024-10-01,97,60,6,23.5,0.0,0.0,97.0
1,2024-10-02,76,60,6,23.5,21.0,705.98,3.619047619047619
1,2024-10-03,76,60,6,23.5,0.0,0.0,76.0
1,2024-10-04,65,60,6,23.5,11.0,377.98,5.909090909090909
1,2024-10-05,204,60,6,23.5,10.0,338.54,20.4
1,2024-10-06,204,60,6,23.5,0.0,0.0,204.0
1,2024-10-07,200,60,6,23.5,4.0,139.2,50.0
1,2024-10-08,200,60,6,23.5,0.0,0.0,200.0
1,2024-10-09,191,60,6,23.5,9.0,303.47,21.22222222222222
1,2024-10-10,187,60,6,23.5,4.0,133.0,46.75
1,2024-10-11,187,60,6,23.5,0.0,0.0,187.0
1,2024-10-12,180,60,6,23.5,7.0,242.13,25.714285714285715
1,2024-10-13,180,60,6,23.5,0.0,0.0,180.0
1,2024-10-14,177,60,6,23.5,3.0,98.76,59.0
1,2024-10-15,165,60,6,23.5,12.0,406.72,13.75
1,2024-10-16,165,60,6,23.5,0.0,0.0,165.0
1,2024-10-17,165,60,6,23.5,0.0,0.0,165.0
1,2024-10-18,149,60,6,23.5,16.0,545.0999999999999,9.3125
1,2024-10-19,142,60,6,23.5,7.0,233.59,20.285714285714285
1,2024-10-20,142,60,6,23.5,0.0,0.0,142.0
1,2024-10-21,140,60,6,23.5,2.0,68.56,70.0
1,2024-10-22,140,60,6,23.5,0.0,0.0,140.0
1,2024-10-23,140,60,6,23.5,0.0,0.0,140.0
1,2024-10-24,134,60,6,23.5,6.0,200.12,22.333333333333332
1,2024-10-25,124,60,6,23.5,10.0,337.4,12.4
1,2024-10-26,120,60,6,23.5,4.0,139.28,30.0
1,2024-10-27,113,60,6,23.5,7.0,230.93,16.142857142857142
1,2024-10-28,109,60,6,23.5,4.0,131.48,27.25
1,2024-10-29,109,60,6,23.5,0.0,0.0,109.0
1,2024-10-30,109,60,6,23.5,0.0,0.0,109.0
1,2024-10-31,102,60,6,23.5,7.0,233.1,14.571428571428571
1,2024-11-01,100,60,6,23.5,2.0,68.08,50.0
1,2024-11-02,100,60,6,23.5,0.0,0.0,100.0
1,2024-11-03,94,60,6,23.5,6.0,198.0,15.666666666666666
1,2024-11-04,94,60,6,23.5,0.0,0.0,94.0
1,2024-11-05,86,60,6,23.5,8.0,271.68,10.75
1,2024-11-06,86,60,6,23.5,0.0,0.0,86.0
1,2024-11-07,80,60,6,23.5,6.0,203.52,13.333333333333334
1,2024-11-08,80,60,6,23.5,0.0,0.0,80.0
1,2024-11-09,80,60,6,23.5,0.0,0.0,80.0
1,2024-11-10,80,60,6,23.5,0.0,0.0,80.0
1,2024-11-11,80,60,6,23.5,0.0,0.0,80.0
1,2024-11-12,78,60,6,23.5,2.0,69.4,39.0
1,2024-11-13,78,60,6,23.5,0.0,0.0,78.0
1,2024-11-14,67,60,6,23.5,11.0,374.23999999999995,6.090909090909091
1,2024-11-15,67,60,6,23.5,0.0,0.0,67.0
1,2024-11-16,113,60,6,23.5,13.0,431.74,8.692307692307692
1,2024-11-17,110,60,6,23.5,3.0,99.3,36.666666666666664
1,2024-11-18,97,60,6,23.5,13.0,438.12,7.461538461538462
1,2024-11-19,92,60,6,23.5,5.0,170.84,18.4
1,2024-11-20,92,60,6,23.5,0.0,0.0,92.0
1,2024-11-21,75,60,6,23.5,17.0,565.5600000000001,4.411764705882353
1,2024-11-22,75,60,6,23.5,0.0,0.0,75.0
1,2024-11-23,75,60,6,23.5,0.0,0.0,75.0
1,2024-11-24,70,60,6,23.5,5.0,164.95,14.0
1,2024-11-25,64,60,6,23.5,6.0,206.46,10.666666666666666
1,2024-11-26,64,60,6,23.5,0.0,0.0,64.0
1,2024-11-27,172,60,6,23.5,5.0,171.8,34.4
1,2024-11-28,172,60,6,23.5,0.0,0.0,172.0
1,2024-11-29,172,60,6,23.5,0.0,0.0,172.0
1,2024-11-30,172,60,6,23.5,0.0,0.0,172.0
1,2024-12-01,172,60,6,23.5,0.0,0.0,172.0
1,2024-12-02,169,60,6,23.5,3.0,100.41,56.333333333333336
1,2024-12-03,164,60,6,23.5,5.0,172.0,32.8
1,2024-12-04,161,60,6,23.5,3.0,100.59,53.666666666666664
1,2024-12-05,150,60,6,23.5,11.0,373.23,13.636363636363637
1,2024-12-06,142,60,6,23.5,8.0,267.28,17.75
1,2024-12-07,136,60,6,23.5,6.0,199.91000000000003,22.666666666666668
1,2024-12-08,132,60,6,23.5,4.0,139.12,33.0
1,2024-12-09,132,60,6,23.5,0.0,0.0,132.0
1,2024-12-10,123,60,6,23.5,9.0,307.17,13.666666666666666
1,2024-12-11,120,60,6,23.5,3.0,99.87,40.0
1,2024-12-12,113,60,6,23.5,7.0,240.66,16.142857142857142
1,2024-12-13,101,60,6,23.5,12.0,412.92,8.416666666666666
1,2024-12-14,101,60,6,23.5,0.0,0.0,101.0
1,2024-12-15,98,60,6,23.5,3.0,102.42,32.666666666666664
1,2024-12-16,98,60,6,23.5,0.0,0.0,98.0
1,2024-12-17,84,60,6,23.5,14.0,468.36,6.0
1,2024-12-18,72,60,6,23.5,12.0,402.03999999999996,6.0
1,2024-12-19,69,60,6,23.5,3.0,102.48,23.0
1,2024-12-20,137,60,6,23.5,18.0,616.01,7.611111111111111
1,2024-12-21,137,60,6,23.5,0.0,0.0,137.0
1,2024-12-22,116,60,6,23.5,21.0,699.76,5.523809523809524
1,2024-12-23,116,60,6,23.5,0.0,0.0,116.0
1,2024-12-24,116,60,6,23.5,0.0,0.0,116.0
1,2024-12-25,110,60,6,23.5,6.0,201.9,18.333333333333332
1,2024-12-26,103,60,6,23.5,7.0,237.65,14.714285714285714
1,2024-12-27,99,60,6,23.5,4.0,135.6,24.75
1,2024-12-28,99,60,6,23.5,0.0,0.0,99.0
1,2024-12-29,91,60,6,23.5,8.0,270.24,11.375
1,2024-12-30,91,60,6,23.5,0.0,0.0,91.0
2,2024-01-01,62,27,7,43.87,0.0,0.0,62.0
2,2024-01-02,62,27,7,43.87,0.0,0.0,62.0
2,2024-01-03,62,27,7,43.87,0.0,0.0,62.0
2,2024-01-04,62,27,7,43.87,0.0,0.0,62.0
2,2024-01-05,57,27,7,43.87,5.0,301.87,11.4
2,2024-01-06,57,27,7,43.87,0.0,0.0,57.0
2,2024-01-07,57,27,7,43.87,0.0,0.0,57.0
2,2024-01-08,57,27,7,43.87,0.0,0.0,57.0
2,2024-01-09,41,27,7,43.87,16.0,986.32,2.5625
2,2024-01-10,33,27,7,43.87,8.0,500.32,4.125
2,2024-01-11,29,27,7,43.87,4.0,253.08,7.25
2,2024-01-12,29,27,7,43.87,0.0,0.0,29.0
2,2024-01-13,110,27,7,43.87,7.0,439.04,15.714285714285714
2,2024-01-14,106,27,7,43.87,4.0,243.16,26.5
2,2024-01-15,105,27,7,43.87,1.0,60.38,105.0
2,2024-01-16,96,27,7,43.87,9.0,561.06,10.666666666666666
2,2024-01-17,96,27,7,43.87,0.0,0.0,96.0
2,2024-01-18,96,27,7,43.87,0.0,0.0,96.0
2,2024-01-19,96,27,7,43.87,0.0,0.0,96.0
2,2024-01-20,89,27,7,43.87,7.0,442.4,12.714285714285714
2,2024-01-21,89,27,7,43.87,0.0,0.0,89.0
2,2024-01-22,89,27,7,43.87,0.0,0.0,89.0
2,2024-01-23,89,27,7,43.87,0.0,0.0,89.0
2,2024-01-24,83,27,7,43.87,6.0,374.37,13.833333333333334
2,2024-01-25,69,27,7,43.87,14.0,859.92,4.928571428571429
2,2024-01-26,61,27,7,43.87,8.0,485.32,7.625
2,2024-01-27,56,27,7,43.87,5.0,300.55,11.2
2,2024-01-28,56,27,7,43.87,0.0,0.0,56.0
2,2024-01-29,56,27,7,43.87,0.0,0.0,56.0
2,2024-01-30,56,27,7,43.87,0.0,0.0,56.0
2,2024-01-31,56,27,7,43.87,0.0,0.0,56.0
2,2024-02-01,56,27,7,43.87,0.0,0.0,56.0
2,2024-02-02,47,27,7,43.87,9.0,563.31,5.222222222222222
2,2024-02-03,47,27,7,43.87,0.0,0.0,47.0
2,2024-02-04,47,27,7,43.87,0.0,0.0,47.0
2,2024-02-05,35,27,7,43.87,12.0,745.36,2.9166666666666665
2,2024-02-06,35,27,7,43.87,0.0,0.0,35.0
2,2024-02-07,35,27,7,43.87,0.0,0.0,35.0
2,2024-02-08,35,27,7,43.87,0.0,0.0,35.0
2,2024-02-09,134,27,7,43.87,12.0,745.0799999999999,11.166666666666666
2,2024-02-10,134,27,7,43.87,0.0,0.0,134.0
2,2024-02-11,134,27,7,43.87,0.0,0.0,134.0
2,2024-02-12,134,27,7,43.87,0.0,0.0,134.0
2,2024-02-13,128,27,7,43.87,6.0,367.14,21.333333333333332
2,2024-02-14,128,27,7,43.87,0.0,0.0,128.0
2,2024-02-15,128,27,7,43.87,0.0,0.0,128.0
2,2024-02-16,128,27,7,43.87,0.0,0.0,128.0
2,2024-02-17,128,27,7,43.87,0.0,0.0,128.0
2,2024-02-18,128,27,7,43.87,0.0,0.0,128.0
2,2024-02-19,128,27,7,43.87,0.0,0.0,128.0
2,2024-02-20,128,27,7,43.87,0.0,0.0,128.0
2,2024-02-21,111,27,7,43.87,17.0,1055.8400000000001,6.529411764705882
2,2024-02-22,111,27,7,43.87,0.0,0.0,111.0
2,2024-02-23,108,27,7,43.87,3.0,184.4,36.0
2,2024-02-24,108,27,7,43.87,0.0,0.0,108.0
2,2024-02-25,108,27,7,43.87,0.0,0.0,108.0
2,2024-02-26,108,27,7,43.87,0.0,0.0,108.0
2,2024-02-27,98,27,7,43.87,10.0,622.36,9.8
2,2024-02-28,98,27,7,43.87,0.0,0.0,98.0
2,2024-02-29,93,27,7,43.87,5.0,313.5,18.6
2,2024-03-01,93,27,7,43.87,0.0,0.0,93.0
2,2024-03-02,93,27,7,43.87,0.0,0.0,93.0
2,2024-03-03,93,27,7,43.87,0.0,0.0,93.0
2,2024-03-04,93,27,7,43.87,0.0,0.0,93.0
2,2024-03-05,93,27,7,43.87,0.0,0.0,93.0
2,2024-03-06,90,27,7,43.87,3.0,183.15,30.0
