product_id,date,daily_quantity_sold,daily_revenue
1,2024-10-26,4,139.28
1,2024-10-27,7,230.93
1,2024-10-28,4,131.48
1,2024-10-31,7,233.1
1,2024-11-01,2,68.08
1,2024-11-03,6,198.0
1,2024-11-05,8,271.68
1,2024-11-07,6,203.52
1,2024-11-12,2,69.4
1,2024-11-14,11,374.23999999999995
1,2024-11-16,13,431.74
1,2024-11-17,3,99.3
1,2024-11-18,13,438.12
1,2024-11-19,5,170.84
1,2024-11-21,17,565.5600000000001
1,2024-11-24,5,164.95
1,2024-11-25,6,206.46
1,2024-11-27,5,171.8
1,2024-12-02,3,100.41
1,2024-12-03,5,172.0
1,2024-12-04,3,100.59
1,2024-12-05,11,373.23
1,2024-12-06,8,267.28
1,2024-12-07,6,199.91000000000003
1,2024-12-08,4,139.12
1,2024-12-10,9,307.17
1,2024-12-11,3,99.87
1,2024-12-12,7,240.66
1,2024-12-13,12,412.92
1,2024-12-15,3,102.42
1,2024-12-17,14,468.36
1,2024-12-18,12,402.03999999999996
1,2024-12-19,3,102.48
1,2024-12-20,18,616.01
1,2024-12-22,21,699.76
1,2024-12-25,6,201.9
1,2024-12-26,7,237.65
1,2024-12-27,4,135.6
1,2024-12-29,8,270.24
2,2024-01-05,5,301.87
2,2024-01-09,16,986.32
2,2024-01-10,8,500.32
2,2024-01-11,4,253.08
2,2024-01-13,7,439.04
2,2024-01-14,4,243.16
2,2024-01-15,1,60.38
2,2024-01-16,9,561.06
2,2024-01-20,7,442.4
2,2024-01-24,6,374.37
2,2024-01-25,14,859.92
2,2024-01-26,8,485.32
2,2024-01-27,5,300.55
2,2024-02-02,9,563.31
2,2024-02-05,12,745.36
2,2024-02-09,12,745.0799999999999
2,2024-02-13,6,367.14
2,2024-02-21,17,1055.8400000000001
2,2024-02-23,3,184.4
2,2024-02-27,10,622.36
2,2024-02-29,5,313.5
2,2024-03-06,3,183.15
2,2024-03-10,2,119.92
2,2024-03-11,2,124.42
2,2024-03-14,4,239.44
2,2024-03-18,3,189.63
2,2024-03-20,6,376.02
2,2024-03-23,6,361.2
2,2024-03-25,7,427.98
2,2024-03-29,11,680.97
2,2024-03-31,7,432.41999999999996
2,2024-04-01,4,244.12
2,2024-04-03,1,60.04
2,2024-04-04,5,301.7
2,2024-04-05,8,493.83
2,2024-04-06,3,186.75
2,2024-04-11,14,867.37
2,2024-04-19,10,615.4000000000001
2,2024-04-20,3,183.79000000000002
2,2024-04-21,5,303.76
2,2024-04-23,6,365.1
2,2024-04-24,3,189.89999999999998
2,2024-04-30,6,364.32
2,2024-05-07,8,491.92
2,2024-05-08,9,553.23
2,2024-05-09,4,249.6
2,2024-05-10,11,690.8
2,2024-05-12,8,496.96999999999997
2,2024-05-14,9,570.42
2,2024-05-17,5,312.0
2,2024-05-19,10,620.3
2,2024-05-23,10,626.94
2,2024-05-28,1,62.96
2,2024-05-29,8,499.76
2,2024-05-30,10,631.7
2,2024-06-07,9,542.3399999999999
2,2024-06-24,3,186.06
2,2024-06-27,10,625.9
2,2024-06-28,4,241.4
2,2024-07-04,4,251.28
2,2024-07-05,7,429.99
2,2024-07-09,3,183.15
2,2024-07-14,9,562.23
2,2024-07-16,16,990.71
2,2024-07-18,4,241.2
2,2024-07-23,12,730.92
2,2024-07-24,6,363.69
2,2024-07-27,4,239.32
2,2024-07-29,12,748.9100000000001
2,2024-07-30,4,249.16
2,2024-08-03,5,303.2
2,2024-08-07,6,360.54
2,2024-08-08,4,240.68
2,2024-08-09,6,377.22
2,2024-08-14,4,246.92
2,2024-08-15,7,420.56
2,2024-08-16,8,480.4
2,2024-08-17,3,180.12
2,2024-08-18,10,606.99
2,2024-08-23,4,243.8
2,2024-08-29,6,379.86
2,2024-08-31,2,122.88
2,2024-09-03,5,307.85
2,2024-09-04,2,122.34
2,2024-09-08,3,188.43
2,2024-09-11,6,378.9
2,2024-09-17,4,249.0
2,2024-09-20,16,993.9300000000001
2,2024-09-29,1,59.81
2,2024-09-30,4,244.24
2,2024-10-10,7,426.93
2,2024-10-14,15,904.9000000000001
2,2024-10-15,2,126.74
2,2024-10-16,14,867.1600000000001
2,2024-10-18,6,372.84
2,2024-10-20,6,360.06
2,2024-10-22,7,428.75
2,2024-10-23,17,1055.32
2,2024-10-24,8,502.93999999999994
2,2024-10-25,4,248.20999999999998
2,2024-10-27,5,306.4
2,2024-11-06,6,374.94
2,2024-11-09,7,424.76
2,2024-11-11,10,622.65
2,2024-11-15,4,241.28
2,2024-11-17,10,602.64
2,2024-11-19,9,566.46
2,2024-11-20,2,122.0
2,2024-11-21,14,858.5799999999999
2,2024-11-23,5,315.75
2,2024-11-24,5,306.95
2,2024-11-26,8,485.84
2,2024-11-28,5,308.4
2,2024-12-01,2,124.28
2,2024-12-02,6,360.6
2,2024-12-14,14,877.24
2,2024-12-16,11,691.4
2,2024-12-19,6,372.54
2,2024-12-23,2,120.9
2,2024-12-24,6,360.3
2,2024-12-26,3,188.76
2,2024-12-27,3,181.41
2,2024-12-29,14,858.62
2,2024-12-30,2,125.76
3,2024-01-01,13,142.39
3,2024-01-02,14,153.2
3,2024-01-03,6,64.2
3,2024-01-04,5,55.17999999999999
3,2024-01-07,2,21.84
3,2024-01-08,4,42.48
3,2024-01-09,10,108.14999999999999
3,2024-01-11,10,109.8
3,2024-01-12,8,85.9
3,2024-01-13,12,129.96
3,2024-01-14,3,32.61
3,2024-01-15,4,42.92
3,2024-01-16,3,33.45
3,2024-01-17,8,86.52000000000001
3,2024-01-19,8,86.56
3,2024-01-20,4,44.52
3,2024-01-22,12,132.78
3,2024-01-23,7,78.96
3,2024-01-24,2,21.76
3,2024-01-26,5,53.8
3,2024-01-27,12,133.32
3,2024-01-29,13,140.59
3,2024-01-30,1,10.97
3,2024-01-31,4,44.84
3,2024-02-01,7,74.9
3,2024-02-02,8,87.80000000000001
3,2024-02-03,10,106.75999999999999
3,2024-02-04,3,32.76
3,2024-02-05,9,98.55
3,2024-02-06,3,32.01
3,2024-02-08,13,139.77
3,2024-02-10,16,176.48000000000002
3,2024-02-12,3,32.1
3,2024-02-14,4,44.52
3,2024-02-17,8,88.96
3,2024-02-18,12,131.11
3,2024-02-19,6,63.9
3,2024-02-20,10,109.75999999999999
3,2024-02-21,10,108.65
3,2024-02-22,6,65.7
3,2024-02-23,5,55.4
3,2024-02-24,3,31.92
3,2024-02-26,9,99.38
3,2024-02-28,17,185.22
3,2024-02-29,2,22.16
3,2024-03-02,2,22.5
3,2024-03-04,8,89.28
3,2024-03-05,15,164.34
3,2024-03-09,9,100.29
3,2024-03-11,6,65.58
3,2024-03-14,12,130.05
3,2024-03-15,13,141.74
3,2024-03-17,7,78.89
3,2024-03-18,7,75.95
3,2024-03-19,14,155.7
3,2024-03-20,7,77.14
3,2024-03-21,7,75.28999999999999
3,2024-03-22,12,131.51999999999998
3,2024-03-24,10,107.49000000000001
3,2024-03-25,11,120.09
3,2024-03-26,4,45.0
3,2024-03-28,10,109.47
3,2024-03-30,17,185.42000000000002
3,2024-04-01,16,172.92000000000002
3,2024-04-02,1,11.1
3,2024-04-03,11,118.58
3,2024-04-04,6,65.82
3,2024-04-05,5,54.75
3,2024-04-08,8,89.84
3,2024-04-09,12,132.32
3,2024-04-10,3,33.81
3,2024-04-15,2,22.08
3,2024-04-18,2,22.4
3,2024-04-20,7,77.77
3,2024-04-23,6,63.9
3,2024-04-26,4,44.68
3,2024-04-29,3,33.81
3,2024-05-02,1,10.95
3,2024-05-03,5,53.15
3,2024-05-04,6,63.96
3,2024-05-05,7,76.96
3,2024-05-06,11,122.38
3,2024-05-07,6,66.36
3,2024-05-09,4,44.96
3,2024-05-10,5,53.82000000000001
3,2024-05-13,13,143.29
3,2024-05-14,1,11.0
3,2024-05-15,5,54.15
3,2024-05-20,2,22.02
3,2024-05-23,12,131.16
3,2024-05-24,14,153.57999999999998
3,2024-05-25,7,74.48
3,2024-05-27,10,109.5
3,2024-05-29,14,150.34
3,2024-06-01,7,78.12
3,2024-06-02,2,22.26
3,2024-06-05,14,153.89999999999998
3,2024-06-07,6,65.76
3,2024-06-08,6,65.88
3,2024-06-09,2,21.76
3,2024-06-13,17,189.60000000000002
3,2024-06-14,2,22.48
3,2024-06-15,7,75.39
3,2024-06-16,8,88.8
3,2024-06-17,5,54.65
3,2024-06-18,4,44.96
3,2024-06-20,10,108.74000000000001
3,2024-06-21,3,32.37
3,2024-06-22,2,21.46
3,2024-06-26,10,110.7
3,2024-06-27,4,44.48
3,2024-06-30,13,143.95
3,2024-07-03,4,44.16
3,2024-07-05,8,86.8
3,2024-07-07,5,54.1
3,2024-07-09,4,44.24
3,2024-07-11,14,153.78
3,2024-07-12,12,130.25
3,2024-07-15,12,131.1
3,2024-07-16,7,76.02
3,2024-07-17,3,32.25
3,2024-07-19,9,97.68
3,2024-07-20,5,53.449999999999996
3,2024-07-22,10,108.57
3,2024-07-23,7,78.54
3,2024-07-24,14,156.48000000000002
3,2024-07-27,0,0.0
3,2024-07-30,10,112.5
3,2024-08-04,3,32.37
3,2024-08-06,6,66.66
3,2024-08-09,5,54.4
3,2024-08-10,8,89.76
3,2024-08-11,8,88.12
3,2024-08-13,9,95.76
3,2024-08-16,8,86.6
3,2024-08-17,6,66.24
3,2024-08-18,11,122.03
3,2024-08-21,4,42.64
3,2024-08-22,3,33.06
3,2024-08-23,8,85.76
3,2024-08-26,6,65.04
3,2024-08-27,4,42.68
3,2024-08-28,7,77.02
3,2024-08-29,12,130.44
3,2024-08-30,2,22.52
3,2024-09-01,17,187.08
3,2024-09-05,7,78.08
3,2024-09-07,5,53.2
3,2024-09-10,1,11.08
3,2024-09-11,5,54.75
3,2024-09-12,3,33.57
3,2024-09-16,6,64.5
3,2024-09-17,13,141.61
3,2024-09-19,7,76.69
3,2024-09-20,11,118.17
3,2024-09-22,10,109.02000000000001
3,2024-09-23,10,111.42
3,2024-09-26,9,98.84
3,2024-09-28,4,44.64
3,2024-09-30,3,33.24
3,2024-10-01,15,164.60000000000002
3,2024-10-02,4,44.6
3,2024-10-05,6,65.22
3,2024-10-06,11,120.19
3,2024-10-07,8,87.34
3,2024-10-09,11,121.52000000000001
3,2024-10-11,4,44.36
3,2024-10-12,9,97.65
3,2024-10-15,2,22.4
3,2024-10-16,7,76.72
3,2024-10-17,3,32.37
3,2024-10-18,7,75.04
3,2024-10-20,7,75.67
3,2024-10-21,19,207.35000000000002
3,2024-10-23,10,109.78
3,2024-10-24,3,33.81
3,2024-10-27,4,43.92
3,2024-10-28,3,33.39
3,2024-10-29,5,56.35
3,2024-10-30,10,109.35
3,2024-11-01,2,21.94
3,2024-11-02,2,22.36
3,2024-11-07,11,121.99
3,2024-11-09,7,77.28
3,2024-11-10,4,43.68
3,2024-11-11,7,76.58
3,2024-11-12,2,22.46
3,2024-11-14,7,76.93
3,2024-11-15,6,64.38
3,2024-11-17,9,100.21000000000001
3,2024-11-19,13,144.18
3,2024-11-21,10,111.1
3,2024-11-22,5,54.05
3,2024-11-23,3,33.39
3,2024-11-24,5,54.35
3,2024-11-26,14,156.03
3,2024-11-27,8,87.37
3,2024-11-29,2,21.36
3,2024-11-30,5,53.25
3,2024-12-02,6,67.03999999999999
3,2024-12-04,6,67.32
3,2024-12-07,8,90.16
3,2024-12-08,8,88.47999999999999
3,2024-12-10,5,56.35
3,2024-12-12,5,55.35
3,2024-12-13,3,32.13
3,2024-12-16,2,22.26
3,2024-12-17,7,77.98
3,2024-12-19,13,142.87
3,2024-12-20,7,74.80000000000001
3,2024-12-22,7,78.43
3,2024-12-23,7,76.22
3,2024-12-28,7,77.0
3,2024-12-30,4,43.72
4,2024-01-01,4,220.24
4,2024-01-02,10,562.25
4,2024-01-03,7,392.56
4,2024-01-05,7,389.72
4,2024-01-06,4,221.36
4,2024-01-08,7,391.16
4,2024-01-09,5,277.15
4,2024-01-10,9,521.8399999999999
4,2024-01-13,3,174.54
4,2024-01-14,5,286.55
4,2024-01-20,7,406.14
4,2024-01-22,3,169.32
4,2024-01-23,5,275.85
4,2024-01-27,10,550.1
4,2024-01-28,4,222.84
4,2024-01-30,10,572.85
4,2024-02-02,13,730.03
4,2024-02-04,3,165.3
4,2024-02-05,7,405.65
4,2024-02-07,11,623.3399999999999
4,2024-02-09,13,723.71
4,2024-02-10,6,335.28
4,2024-02-11,4,219.8
4,2024-02-12,1,58.02
4,2024-02-13,5,276.1
4,2024-02-14,3,172.68
4,2024-02-15,5,281.0
4,2024-02-16,9,507.87
4,2024-02-17,6,346.76
4,2024-02-18,9,505.71
4,2024-02-20,5,289.15
4,2024-02-21,13,742.53
4,2024-02-23,9,505.46
4,2024-02-25,13,734.9300000000001
4,2024-02-27,7,396.9
4,2024-02-28,6,343.7
4,2024-03-01,7,405.44
4,2024-03-02,5,277.45
4,2024-03-03,6,345.18
4,2024-03-05,3,170.28
4,2024-03-07,6,336.84
4,2024-03-08,1,57.64
4,2024-03-09,7,397.46
4,2024-03-10,12,675.4
4,2024-03-11,7,399.57
4,2024-03-14,6,331.62
4,2024-03-15,7,405.02
4,2024-03-16,8,447.92
4,2024-03-18,17,960.0
4,2024-03-21,6,332.58
4,2024-03-23,9,510.31999999999994
4,2024-03-25,7,397.88
4,2024-03-28,3,165.69
4,2024-04-03,9,506.12
4,2024-04-04,10,566.3299999999999
4,2024-04-05,3,164.76
4,2024-04-06,7,388.5
4,2024-04-07,14,796.9399999999999
4,2024-04-11,6,335.22
4,2024-04-13,10,578.3
4,2024-04-14,6,338.34
4,2024-04-20,4,226.96
4,2024-04-21,7,402.64
4,2024-04-22,4,228.8
4,2024-04-24,10,559.75
4,2024-04-26,12,683.25
4,2024-04-27,6,341.04
4,2024-04-28,11,621.6700000000001
4,2024-05-02,3,164.76
4,2024-05-03,3,164.73
4,2024-05-04,4,221.88
4,2024-05-05,7,389.2
4,2024-05-06,6,344.7
4,2024-05-07,6,343.5
4,2024-05-08,5,281.3
4,2024-05-10,4,228.92
4,2024-05-12,15,845.02
4,2024-05-14,12,680.6
4,2024-05-15,8,457.3
4,2024-05-17,4,225.28
4,2024-05-18,5,276.55
4,2024-05-20,8,453.94
4,2024-05-21,14,805.96
4,2024-05-22,14,790.88
4,2024-05-23,5,284.3
4,2024-05-24,13,727.43
4,2024-05-28,6,334.2
4,2024-05-29,8,450.38
4,2024-05-31,5,287.6
4,2024-06-03,2,109.88
4,2024-06-04,9,524.12
4,2024-06-05,5,287.7
4,2024-06-08,6,338.64
4,2024-06-09,8,463.76
4,2024-06-10,12,675.3
4,2024-06-11,7,401.91
4,2024-06-12,7,388.73
4,2024-06-14,6,333.54
4,2024-06-15,8,443.56000000000006
4,2024-06-16,10,568.34
4,2024-06-18,5,287.0
4,2024-06-21,11,623.63
4,2024-06-22,2,111.44
4,2024-06-23,3,165.42
4,2024-06-24,2,114.0
4,2024-06-27,3,174.18
4,2024-06-28,4,220.76
4,2024-07-01,9,518.52
4,2024-07-02,8,447.53000000000003
4,2024-07-03,4,226.2
4,2024-07-08,6,349.02
4,2024-07-10,12,684.45
4,2024-07-11,3,170.1
4,2024-07-12,5,277.0
4,2024-07-13,3,166.86
4,2024-07-15,13,721.79
4,2024-07-18,6,348.84
4,2024-07-19,9,514.2
4,2024-07-21,2,112.5
4,2024-07-22,8,459.12
4,2024-07-24,7,406.0
4,2024-07-27,3,171.66
4,2024-07-28,12,689.94
4,2024-07-31,7,402.92
4,2024-08-02,13,731.31
4,2024-08-04,3,167.64
4,2024-08-07,6,340.62
4,2024-08-08,8,462.32
4,2024-08-12,15,853.26
4,2024-08-16,16,901.76
4,2024-08-17,5,275.55
4,2024-08-20,6,343.86
4,2024-08-21,18,1012.7
4,2024-08-22,8,450.44
4,2024-08-23,11,615.44
4,2024-08-26,9,506.94
4,2024-08-27,1,56.68
4,2024-08-29,4,225.68
4,2024-08-30,5,279.69
4,2024-08-31,1,55.78
4,2024-09-03,7,406.42
4,2024-09-04,4,227.88
4,2024-09-05,11,622.1
4,2024-09-06,7,394.8
4,2024-09-07,17,968.72
4,2024-09-08,7,404.74
4,2024-09-14,9,514.51
4,2024-09-16,6,330.96
4,2024-09-17,4,231.0
4,2024-09-18,10,572.25
4,2024-09-21,3,170.37
4,2024-09-22,4,232.28
4,2024-09-23,5,289.9
4,2024-09-25,5,286.35
4,2024-09-27,7,397.04
4,2024-10-04,5,275.75
4,2024-10-07,5,281.0
4,2024-10-08,4,230.56
4,2024-10-10,6,338.34
4,2024-10-11,8,444.88
4,2024-10-12,6,332.7
4,2024-10-13,12,670.74
4,2024-10-14,10,575.58
4,2024-10-16,6,336.36
4,2024-10-17,6,329.28
4,2024-10-19,7,402.5
4,2024-10-20,10,557.4
4,2024-10-21,5,287.25
4,2024-10-23,5,277.64
4,2024-10-24,7,391.83000000000004
4,2024-10-26,4,223.44
4,2024-10-27,7,397.57
4,2024-11-01,10,565.72
4,2024-11-02,12,675.36
4,2024-11-03,11,613.73
4,2024-11-04,6,333.24
4,2024-11-05,17,952.3
4,2024-11-07,3,168.9
4,2024-11-08,7,387.17
4,2024-11-09,5,274.85
4,2024-11-10,3,170.13
4,2024-11-11,15,865.73
4,2024-11-12,12,678.45
4,2024-11-15,9,503.49
4,2024-11-16,12,693.78
4,2024-11-17,12,671.8399999999999
4,2024-11-18,5,285.3
4,2024-11-23,11,631.98
4,2024-11-30,1,55.83
4,2024-12-01,7,405.58
4,2024-12-02,8,444.97999999999996
4,2024-12-03,5,279.2
4,2024-12-06,6,344.04
4,2024-12-08,8,451.28
4,2024-12-09,6,333.06
4,2024-12-10,3,172.68
4,2024-12-11,11,631.37
4,2024-12-12,6,342.12
4,2024-12-16,1,56.69
4,2024-12-20,8,445.96
4,2024-12-21,4,229.88
4,2024-12-22,6,334.32
4,2024-12-23,10,566.7
4,2024-12-25,10,577.1
4,2024-12-26,6,332.58
4,2024-12-27,5,278.5
4,2024-12-30,10,556.8
5,2024-01-01,12,721.0
5,2024-01-02,11,634.29
5,2024-01-03,4,230.16
5,2024-01-04,6,351.24
5,2024-01-06,3,178.41
5,2024-01-07,16,941.44
5,2024-01-08,1,60.24
5,2024-01-10,8,466.94
5,2024-01-11,6,355.56
5,2024-01-12,4,239.4
5,2024-01-15,2,114.86
5,2024-01-16,3,177.45
5,2024-01-21,3,180.78
5,2024-01-23,15,891.99
5,2024-01-26,16,935.02
5,2024-01-28,12,720.12
5,2024-01-29,8,476.88
5,2024-01-30,13,771.6600000000001
5,2024-02-01,6,356.78999999999996
5,2024-02-02,4,228.6
5,2024-02-03,10,574.9399999999999
5,2024-02-05,7,403.9
5,2024-02-08,4,239.88
5,2024-02-12,4,238.84
5,2024-02-15,4,237.48
5,2024-02-18,7,405.9
5,2024-02-20,9,528.21
5,2024-02-21,4,239.84
5,2024-02-24,2,119.32
5,2024-02-25,14,816.35
5,2024-02-29,7,416.71
5,2024-03-01,13,774.27
5,2024-03-04,3,176.04
5,2024-03-06,8,469.44
5,2024-03-07,20,1185.04
5,2024-03-08,5,300.0
5,2024-03-10,11,653.45
5,2024-03-13,14,808.92
5,2024-03-15,9,527.19
5,2024-03-16,15,872.9100000000001
5,2024-03-18,5,300.62
5,2024-03-19,3,172.71
5,2024-03-24,8,462.08
5,2024-03-26,19,1093.99
5,2024-03-30,1,58.06
5,2024-03-31,5,299.45
5,2024-04-02,4,230.76
5,2024-04-04,3,180.72
5,2024-04-05,21,1236.16
5,2024-04-06,7,399.56
5,2024-04-09,11,640.49
5,2024-04-10,6,343.62
5,2024-04-12,1,60.31
5,2024-04-13,3,173.34
5,2024-04-14,2,116.32
5,2024-04-19,5,294.1
5,2024-04-20,6,362.34
5,2024-04-22,3,181.53
5,2024-04-23,3,181.35
5,2024-04-26,7,420.42
5,2024-04-27,4,242.36
5,2024-04-29,10,600.85
5,2024-04-30,13,754.5
5,2024-05-02,15,882.21
5,2024-05-03,8,472.51
5,2024-05-05,7,418.59999999999997
5,2024-05-06,9,542.25
5,2024-05-09,5,290.8
5,2024-05-10,8,457.68
5,2024-05-11,6,344.34
5,2024-05-12,5,294.75
5,2024-05-15,7,410.63
5,2024-05-17,5,301.85
5,2024-05-21,6,355.32
5,2024-05-22,4,238.48
5,2024-05-23,16,929.49
5,2024-05-24,9,535.36
5,2024-05-26,8,459.44
5,2024-05-27,6,345.18
5,2024-05-28,6,343.32
5,2024-05-30,5,290.0
5,2024-06-01,6,352.56
5,2024-06-03,5,298.3
5,2024-06-04,8,465.44
5,2024-06-08,8,475.36
5,2024-06-09,7,405.37
5,2024-06-10,12,710.54
5,2024-06-11,13,758.34
5,2024-06-13,5,298.9
5,2024-06-17,5,291.25
5,2024-06-22,6,350.76
5,2024-06-23,4,237.32
5,2024-06-24,8,478.05
5,2024-06-28,7,411.51
5,2024-07-01,8,470.0
5,2024-07-02,17,1005.45
5,2024-07-04,13,759.87
5,2024-07-06,9,534.69
5,2024-07-11,2,114.64
5,2024-07-12,8,473.12
5,2024-07-15,6,357.45
5,2024-07-16,3,173.34
5,2024-07-17,7,406.53
5,2024-07-18,6,360.24
5,2024-07-19,4,239.44
5,2024-07-20,13,754.9499999999999
5,2024-07-21,6,348.96
5,2024-07-22,4,231.68
5,2024-07-23,11,644.6
5,2024-07-24,6,361.32
5,2024-07-27,5,288.35
5,2024-07-28,5,290.95
5,2024-07-29,12,698.6
5,2024-07-30,17,998.5699999999999
5,2024-08-02,4,238.92
5,2024-08-04,5,296.45
5,2024-08-07,9,538.65
5,2024-08-10,9,544.32
5,2024-08-11,9,528.9
5,2024-08-12,10,599.74
5,2024-08-13,9,536.85
5,2024-08-15,3,178.65
5,2024-08-17,5,292.8
5,2024-08-19,7,417.28999999999996
5,2024-08-20,8,470.48
5,2024-08-21,7,403.76
5,2024-08-23,13,776.66
5,2024-08-24,4,229.44
5,2024-08-25,11,649.51
5,2024-08-26,16,964.21
5,2024-08-28,9,529.91
5,2024-08-31,10,597.2
5,2024-09-07,6,359.88
5,2024-09-14,8,472.64
5,2024-09-15,4,232.68
5,2024-09-17,4,235.68
5,2024-09-18,8,472.64
5,2024-09-19,3,181.44
5,2024-09-20,11,644.8900000000001
5,2024-09-21,3,180.36
5,2024-09-22,5,291.95
5,2024-09-23,4,240.04
5,2024-09-25,5,297.6
5,2024-09-26,3,180.57
5,2024-10-02,5,302.85
5,2024-10-05,1,59.92
5,2024-10-07,12,698.18
5,2024-10-08,3,179.88
5,2024-10-09,4,232.24
5,2024-10-10,2,115.46
5,2024-10-11,3,175.5
5,2024-10-12,9,531.27
5,2024-10-13,13,751.26
5,2024-10-14,3,174.03
5,2024-10-21,5,302.6
5,2024-10-22,4,229.64
5,2024-10-24,15,892.6800000000001
5,2024-10-25,3,179.13
