product_id,stock_on_hand,reorder_point,inventory_status,stock_ratio
1,123,60,Safe,123.0
1,123,60,Safe,123.0
1,119,60,Safe,29.75
1,111,60,Safe,13.88
1,111,60,Safe,111.0
1,111,60,Safe,111.0
1,104,60,Safe,14.86
1,104,60,Safe,104.0
1,104,60,Safe,104.0
1,102,60,Safe,51.0
1,102,60,Safe,102.0
1,102,60,Safe,102.0
1,97,60,Safe,19.4
1,97,60,Safe,97.0
1,97,60,Safe,97.0
1,97,60,Safe,97.0
1,76,60,Safe,3.62
1,76,60,Safe,76.0
1,65,60,Safe,5.91
1,204,60,Safe,20.4
1,204,60,Safe,204.0
1,200,60,Safe,50.0
1,200,60,Safe,200.0
1,191,60,Safe,21.22
1,187,60,Safe,46.75
1,187,60,Safe,187.0
1,180,60,Safe,25.71
1,180,60,Safe,180.0
1,177,60,Safe,59.0
1,165,60,Safe,13.75
1,165,60,Safe,165.0
1,165,60,Safe,165.0
1,149,60,Safe,9.31
1,142,60,Safe,20.29
1,142,60,Safe,142.0
1,140,60,Safe,70.0
1,140,60,Safe,140.0
1,140,60,Safe,140.0
1,134,60,Safe,22.33
1,124,60,Safe,12.4
1,120,60,Safe,30.0
1,113,60,Safe,16.14
1,109,60,Safe,27.25
1,109,60,Safe,109.0
1,109,60,Safe,109.0
1,102,60,Safe,14.57
1,100,60,Safe,50.0
1,100,60,Safe,100.0
1,94,60,Safe,15.67
1,94,60,Safe,94.0
1,86,60,Safe,10.75
1,86,60,Safe,86.0
1,80,60,Safe,13.33
1,80,60,Safe,80.0
1,80,60,Safe,80.0
1,80,60,Safe,80.0
1,80,60,Safe,80.0
1,78,60,Safe,39.0
1,78,60,Safe,78.0
1,67,60,Safe,6.09
1,67,60,Safe,67.0
1,113,60,Safe,8.69
1,110,60,Safe,36.67
1,97,60,Safe,7.46
1,92,60,Safe,18.4
1,92,60,Safe,92.0
1,75,60,Safe,4.41
1,75,60,Safe,75.0
1,75,60,Safe,75.0
1,70,60,Safe,14.0
1,64,60,Safe,10.67
1,64,60,Safe,64.0
1,172,60,Safe,34.4
1,172,60,Safe,172.0
1,172,60,Safe,172.0
1,172,60,Safe,172.0
1,172,60,Safe,172.0
1,169,60,Safe,56.33
1,164,60,Safe,32.8
1,161,60,Safe,53.67
1,150,60,Safe,13.64
1,142,60,Safe,17.75
1,136,60,Safe,22.67
1,132,60,Safe,33.0
1,132,60,Safe,132.0
1,123,60,Safe,13.67
1,120,60,Safe,40.0
1,113,60,Safe,16.14
1,101,60,Safe,8.42
1,101,60,Safe,101.0
1,98,60,Safe,32.67
1,98,60,Safe,98.0
1,84,60,Safe,6.0
1,72,60,Safe,6.0
1,69,60,Safe,23.0
1,137,60,Safe,7.61
1,137,60,Safe,137.0
1,116,60,Safe,5.52
1,116,60,Safe,116.0
1,116,60,Safe,116.0
1,110,60,Safe,18.33
1,103,60,Safe,14.71
1,99,60,Safe,24.75
1,99,60,Safe,99.0
1,91,60,Safe,11.38
1,91,60,Safe,91.0
2,62,27,Safe,62.0
2,62,27,Safe,62.0
2,62,27,Safe,62.0
2,62,27,Safe,62.0
2,57,27,Safe,11.4
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,41,27,Safe,2.56
2,33,27,Safe,4.13
2,29,27,Safe,7.25
2,29,27,Safe,29.0
2,110,27,Safe,15.71
2,106,27,Safe,26.5
2,105,27,Safe,105.0
2,96,27,Safe,10.67
2,96,27,Safe,96.0
2,96,27,Safe,96.0
2,96,27,Safe,96.0
2,89,27,Safe,12.71
2,89,27,Safe,89.0
2,89,27,Safe,89.0
2,89,27,Safe,89.0
2,83,27,Safe,13.83
2,69,27,Safe,4.93
2,61,27,Safe,7.63
2,56,27,Safe,11.2
2,56,27,Safe,56.0
2,56,27,Safe,56.0
2,56,27,Safe,56.0
2,56,27,Safe,56.0
2,56,27,Safe,56.0
2,47,27,Safe,5.22
2,47,27,Safe,47.0
2,47,27,Safe,47.0
2,35,27,Safe,2.92
2,35,27,Safe,35.0
2,35,27,Safe,35.0
2,35,27,Safe,35.0
2,134,27,Safe,11.17
2,134,27,Safe,134.0
2,134,27,Safe,134.0
2,134,27,Safe,134.0
2,128,27,Safe,21.33
2,128,27,Safe,128.0
2,128,27,Safe,128.0
2,128,27,Safe,128.0
2,128,27,Safe,128.0
2,128,27,Safe,128.0
2,128,27,Safe,128.0
2,128,27,Safe,128.0
2,111,27,Safe,6.53
2,111,27,Safe,111.0
2,108,27,Safe,36.0
2,108,27,Safe,108.0
2,108,27,Safe,108.0
2,108,27,Safe,108.0
2,98,27,Safe,9.8
2,98,27,Safe,98.0
2,93,27,Safe,18.6
2,93,27,Safe,93.0
2,93,27,Safe,93.0
2,93,27,Safe,93.0
2,93,27,Safe,93.0
2,93,27,Safe,93.0
2,90,27,Safe,30.0
2,90,27,Safe,90.0
2,90,27,Safe,90.0
2,90,27,Safe,90.0
2,88,27,Safe,44.0
2,86,27,Safe,43.0
2,86,27,Safe,86.0
2,86,27,Safe,86.0
2,82,27,Safe,20.5
2,82,27,Safe,82.0
2,82,27,Safe,82.0
2,82,27,Safe,82.0
2,79,27,Safe,26.33
2,79,27,Safe,79.0
2,73,27,Safe,12.17
2,73,27,Safe,73.0
2,73,27,Safe,73.0
2,67,27,Safe,11.17
2,67,27,Safe,67.0
2,60,27,Safe,8.57
2,60,27,Safe,60.0
2,60,27,Safe,60.0
2,60,27,Safe,60.0
2,49,27,Safe,4.45
2,49,27,Safe,49.0
2,42,27,Safe,6.0
2,38,27,Safe,9.5
2,38,27,Safe,38.0
2,37,27,Safe,37.0
2,32,27,Safe,6.4
2,74,27,Safe,9.25
2,71,27,Safe,23.67
2,71,27,Safe,71.0
2,71,27,Safe,71.0
2,71,27,Safe,71.0
2,71,27,Safe,71.0
2,57,27,Safe,4.07
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,57,27,Safe,57.0
2,47,27,Safe,4.7
2,44,27,Safe,14.67
2,39,27,Safe,7.8
2,39,27,Safe,39.0
2,33,27,Safe,5.5
2,30,27,Safe,10.0
2,30,27,Safe,30.0
2,30,27,Safe,30.0
2,30,27,Safe,30.0
2,30,27,Safe,30.0
2,30,27,Safe,30.0
2,117,27,Safe,19.5
2,117,27,Safe,117.0
2,117,27,Safe,117.0
2,117,27,Safe,117.0
2,117,27,Safe,117.0
2,117,27,Safe,117.0
2,117,27,Safe,117.0
2,109,27,Safe,13.63
2,100,27,Safe,11.11
2,96,27,Safe,24.0
2,85,27,Safe,7.73
2,85,27,Safe,85.0
2,77,27,Safe,9.63
2,77,27,Safe,77.0
2,68,27,Safe,7.56
2,68,27,Safe,68.0
2,68,27,Safe,68.0
2,63,27,Safe,12.6
2,63,27,Safe,63.0
2,53,27,Safe,5.3
2,53,27,Safe,53.0
2,53,27,Safe,53.0
2,53,27,Safe,53.0
2,43,27,Safe,4.3
2,43,27,Safe,43.0
2,43,27,Safe,43.0
2,43,27,Safe,43.0
2,43,27,Safe,43.0
2,42,27,Safe,42.0
2,34,27,Safe,4.25
2,170,27,Safe,17.0
2,170,27,Safe,170.0
2,170,27,Safe,170.0
2,170,27,Safe,170.0
2,170,27,Safe,170.0
2,170,27,Safe,170.0
2,170,27,Safe,170.0
2,170,27,Safe,170.0
2,161,27,Safe,17.89
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,161,27,Safe,161.0
2,158,27,Safe,52.67
2,158,27,Safe,158.0
2,158,27,Safe,158.0
2,148,27,Safe,14.8
2,144,27,Safe,36.0
2,144,27,Safe,144.0
2,144,27,Safe,144.0
2,144,27,Safe,144.0
2,144,27,Safe,144.0
2,144,27,Safe,144.0
2,140,27,Safe,35.0
2,133,27,Safe,19.0
2,133,27,Safe,133.0
2,133,27,Safe,133.0
2,133,27,Safe,133.0
2,130,27,Safe,43.33
2,130,27,Safe,130.0
2,130,27,Safe,130.0
2,130,27,Safe,130.0
2,130,27,Safe,130.0
2,121,27,Safe,13.44
2,121,27,Safe,121.0
2,105,27,Safe,6.56
2,105,27,Safe,105.0
2,101,27,Safe,25.25
2,101,27,Safe,101.0
2,101,27,Safe,101.0
2,101,27,Safe,101.0
2,101,27,Safe,101.0
2,89,27,Safe,7.42
2,83,27,Safe,13.83
2,83,27,Safe,83.0
2,83,27,Safe,83.0
2,79,27,Safe,19.75
2,79,27,Safe,79.0
2,67,27,Safe,5.58
2,63,27,Safe,15.75
2,63,27,Safe,63.0
2,63,27,Safe,63.0
2,63,27,Safe,63.0
2,58,27,Safe,11.6
2,58,27,Safe,58.0
2,58,27,Safe,58.0
2,58,27,Safe,58.0
2,52,27,Safe,8.67
2,48,27,Safe,12.0
2,42,27,Safe,7.0
2,42,27,Safe,42.0
2,42,27,Safe,42.0
2,42,27,Safe,42.0
2,42,27,Safe,42.0
2,38,27,Safe,9.5
2,31,27,Safe,4.43
2,86,27,Safe,10.75
2,83,27,Safe,27.67
2,73,27,Safe,7.3
2,73,27,Safe,73.0
2,73,27,Safe,73.0
2,73,27,Safe,73.0
2,73,27,Safe,73.0
2,69,27,Safe,17.25
2,69,27,Safe,69.0
2,69,27,Safe,69.0
2,69,27,Safe,69.0
2,69,27,Safe,69.0
2,69,27,Safe,69.0
2,63,27,Safe,10.5
2,63,27,Safe,63.0
2,61,27,Safe,30.5
2,61,27,Safe,61.0
2,61,27,Safe,61.0
2,56,27,Safe,11.2
2,54,27,Safe,27.0
2,54,27,Safe,54.0
2,54,27,Safe,54.0
2,54,27,Safe,54.0
2,51,27,Safe,17.0
2,51,27,Safe,51.0
2,51,27,Safe,51.0
2,45,27,Safe,7.5
2,45,27,Safe,45.0
2,45,27,Safe,45.0
2,45,27,Safe,45.0
2,45,27,Safe,45.0
2,45,27,Safe,45.0
2,41,27,Safe,10.25
2,41,27,Safe,41.0
2,41,27,Safe,41.0
2,145,27,Safe,9.06
2,145,27,Safe,145.0
2,145,27,Safe,145.0
2,145,27,Safe,145.0
2,145,27,Safe,145.0
2,145,27,Safe,145.0
2,145,27,Safe,145.0
2,145,27,Safe,145.0
2,145,27,Safe,145.0
2,144,27,Safe,144.0
2,140,27,Safe,35.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,140,27,Safe,140.0
2,133,27,Safe,19.0
2,133,27,Safe,133.0
2,133,27,Safe,133.0
2,133,27,Safe,133.0
2,118,27,Safe,7.87
2,116,27,Safe,58.0
2,102,27,Safe,7.29
2,102,27,Safe,102.0
2,96,27,Safe,16.0
2,96,27,Safe,96.0
2,90,27,Safe,15.0
2,90,27,Safe,90.0
2,83,27,Safe,11.86
2,66,27,Safe,3.88
2,58,27,Safe,7.25
2,54,27,Safe,13.5
2,54,27,Safe,54.0
2,49,27,Safe,9.8
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,49,27,Safe,49.0
2,43,27,Safe,7.17
2,43,27,Safe,43.0
2,43,27,Safe,43.0
2,36,27,Safe,5.14
2,36,27,Safe,36.0
2,73,27,Safe,7.3
2,73,27,Safe,73.0
2,73,27,Safe,73.0
2,73,27,Safe,73.0
2,69,27,Safe,17.25
2,69,27,Safe,69.0
2,59,27,Safe,5.9
2,59,27,Safe,59.0
2,50,27,Safe,5.56
2,48,27,Safe,24.0
2,34,27,Safe,2.43
2,34,27,Safe,34.0
2,29,27,Safe,5.8
2,168,27,Safe,33.6
2,168,27,Safe,168.0
2,160,27,Safe,20.0
2,160,27,Safe,160.0
2,155,27,Safe,31.0
2,155,27,Safe,155.0
2,155,27,Safe,155.0
2,153,27,Safe,76.5
2,147,27,Safe,24.5
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,147,27,Safe,147.0
2,133,27,Safe,9.5
2,133,27,Safe,133.0
2,122,27,Safe,11.09
2,122,27,Safe,122.0
2,122,27,Safe,122.0
2,116,27,Safe,19.33
2,116,27,Safe,116.0
2,116,27,Safe,116.0
2,116,27,Safe,116.0
2,114,27,Safe,57.0
2,108,27,Safe,18.0
2,108,27,Safe,108.0
2,105,27,Safe,35.0
2,102,27,Safe,34.0
2,102,27,Safe,102.0
2,88,27,Safe,6.29
2,86,27,Safe,43.0
3,50,21,Safe,3.85
3,36,21,Safe,2.57
3,30,21,Safe,5.0
3,25,21,Safe,5.0
3,25,21,Safe,25.0
3,25,21,Safe,25.0
3,23,21,Safe,11.5
3,54,21,Safe,13.5
3,44,21,Safe,4.4
3,44,21,Safe,44.0
3,34,21,Safe,3.4
3,26,21,Safe,3.25
3,155,21,Safe,12.92
3,152,21,Safe,50.67
3,148,21,Safe,37.0
3,145,21,Safe,48.33
3,137,21,Safe,17.13
3,137,21,Safe,137.0
3,129,21,Safe,16.13
3,125,21,Safe,31.25
3,125,21,Safe,125.0
3,113,21,Safe,9.42
3,106,21,Safe,15.14
3,104,21,Safe,52.0
3,104,21,Safe,104.0
3,99,21,Safe,19.8
3,87,21,Safe,7.25
3,87,21,Safe,87.0
3,74,21,Safe,5.69
3,73,21,Safe,73.0
3,69,21,Safe,17.25
3,62,21,Safe,8.86
3,54,21,Safe,6.75
3,44,21,Safe,4.4
3,41,21,Safe,13.67
3,32,21,Safe,3.56
3,29,21,Safe,9.67
3,29,21,Safe,29.0
3,130,21,Safe,10.0
3,130,21,Safe,130.0
3,114,21,Safe,7.13
3,114,21,Safe,114.0
3,111,21,Safe,37.0
3,111,21,Safe,111.0
3,107,21,Safe,26.75
3,107,21,Safe,107.0
3,107,21,Safe,107.0
3,99,21,Safe,12.38
3,87,21,Safe,7.25
3,81,21,Safe,13.5
3,71,21,Safe,7.1
3,61,21,Safe,6.1
3,55,21,Safe,9.17
3,50,21,Safe,10.0
3,47,21,Safe,15.67
3,47,21,Safe,47.0
3,38,21,Safe,4.22
3,38,21,Safe,38.0
3,164,21,Safe,9.65
3,162,21,Safe,81.0
3,162,21,Safe,162.0
3,160,21,Safe,80.0
3,160,21,Safe,160.0
3,152,21,Safe,19.0
3,137,21,Safe,9.13
3,137,21,Safe,137.0
3,137,21,Safe,137.0
3,137,21,Safe,137.0
3,128,21,Safe,14.22
3,128,21,Safe,128.0
3,122,21,Safe,20.33
3,122,21,Safe,122.0
3,122,21,Safe,122.0
3,110,21,Safe,9.17
3,97,21,Safe,7.46
3,97,21,Safe,97.0
3,90,21,Safe,12.86
3,83,21,Safe,11.86
3,69,21,Safe,4.93
3,62,21,Safe,8.86
3,55,21,Safe,7.86
3,43,21,Safe,3.58
3,43,21,Safe,43.0
3,33,21,Safe,3.3
3,22,21,Safe,2.0
3,152,21,Safe,38.0
3,152,21,Safe,152.0
3,142,21,Safe,14.2
3,142,21,Safe,142.0
3,125,21,Safe,7.35
3,125,21,Safe,125.0
3,109,21,Safe,6.81
3,108,21,Safe,108.0
3,97,21,Safe,8.82
3,91,21,Safe,15.17
3,86,21,Safe,17.2
3,86,21,Safe,86.0
3,86,21,Safe,86.0
3,78,21,Safe,9.75
3,66,21,Safe,5.5
3,63,21,Safe,21.0
3,63,21,Safe,63.0
3,63,21,Safe,63.0
3,63,21,Safe,63.0
3,63,21,Safe,63.0
3,61,21,Safe,30.5
3,61,21,Safe,61.0
3,61,21,Safe,61.0
3,59,21,Safe,29.5
3,59,21,Safe,59.0
3,52,21,Safe,7.43
3,52,21,Safe,52.0
3,52,21,Safe,52.0
3,46,21,Safe,7.67
3,46,21,Safe,46.0
3,46,21,Safe,46.0
3,42,21,Safe,10.5
3,42,21,Safe,42.0
3,42,21,Safe,42.0
3,39,21,Safe,13.0
3,39,21,Safe,39.0
3,39,21,Safe,39.0
3,38,21,Safe,38.0
3,33,21,Safe,6.6
3,27,21,Safe,4.5
3,131,21,Safe,18.71
3,120,21,Safe,10.91
3,114,21,Safe,19.0
3,114,21,Safe,114.0
3,110,21,Safe,27.5
3,105,21,Safe,21.0
3,105,21,Safe,105.0
3,105,21,Safe,105.0
3,92,21,Safe,7.08
3,91,21,Safe,91.0
3,86,21,Safe,17.2
3,86,21,Safe,86.0
3,86,21,Safe,86.0
3,86,21,Safe,86.0
3,86,21,Safe,86.0
3,84,21,Safe,42.0
3,84,21,Safe,84.0
3,84,21,Safe,84.0
3,72,21,Safe,6.0
3,58,21,Safe,4.14
3,51,21,Safe,7.29
3,51,21,Safe,51.0
3,41,21,Safe,4.1
3,41,21,Safe,41.0
3,27,21,Safe,1.93
3,27,21,Safe,27.0
3,27,21,Safe,27.0
3,159,21,Safe,22.71
3,157,21,Safe,78.5
3,157,21,Safe,157.0
3,157,21,Safe,157.0
3,143,21,Safe,10.21
3,143,21,Safe,143.0
3,137,21,Safe,22.83
3,131,21,Safe,21.83
3,129,21,Safe,64.5
3,129,21,Safe,129.0
3,129,21,Safe,129.0
3,129,21,Safe,129.0
3,112,21,Safe,6.59
3,110,21,Safe,55.0
3,103,21,Safe,14.71
3,95,21,Safe,11.88
3,90,21,Safe,18.0
3,86,21,Safe,21.5
3,86,21,Safe,86.0
3,76,21,Safe,7.6
3,73,21,Safe,24.33
3,71,21,Safe,35.5
3,71,21,Safe,71.0
3,71,21,Safe,71.0
3,71,21,Safe,71.0
3,61,21,Safe,6.1
3,57,21,Safe,14.25
3,57,21,Safe,57.0
3,57,21,Safe,57.0
3,44,21,Safe,3.38
3,44,21,Safe,44.0
3,44,21,Safe,44.0
3,40,21,Safe,10.0
3,40,21,Safe,40.0
3,32,21,Safe,4.0
3,32,21,Safe,32.0
3,27,21,Safe,5.4
3,27,21,Safe,27.0
3,23,21,Safe,5.75
3,23,21,Safe,23.0
3,83,21,Safe,5.93
3,71,21,Safe,5.92
3,71,21,Safe,71.0
3,71,21,Safe,71.0
3,59,21,Safe,4.92
3,52,21,Safe,7.43
3,49,21,Safe,16.33
3,49,21,Safe,49.0
3,40,21,Safe,4.44
3,35,21,Safe,7.0
3,35,21,Safe,35.0
3,25,21,Safe,2.5
3,54,21,Safe,7.71
3,40,21,Safe,2.86
3,40,21,Safe,40.0
3,40,21,Safe,40.0
3,40,21,Safe,40.0
3,40,21,Safe,40.0
3,40,21,Safe,40.0
3,30,21,Safe,3.0
3,30,21,Safe,30.0
3,30,21,Safe,30.0
3,30,21,Safe,30.0
3,30,21,Safe,30.0
3,27,21,Safe,9.0
3,27,21,Safe,27.0
3,74,21,Safe,12.33
3,74,21,Safe,74.0
3,74,21,Safe,74.0
3,69,21,Safe,13.8
3,61,21,Safe,7.63
3,53,21,Safe,6.63
3,53,21,Safe,53.0
3,44,21,Safe,4.89
3,44,21,Safe,44.0
3,44,21,Safe,44.0
3,36,21,Safe,4.5
3,30,21,Safe,5.0
3,132,21,Safe,12.0
3,132,21,Safe,132.0
3,132,21,Safe,132.0
3,128,21,Safe,32.0
3,125,21,Safe,41.67
3,117,21,Safe,14.63
3,117,21,Safe,117.0
3,117,21,Safe,117.0
3,111,21,Safe,18.5
3,107,21,Safe,26.75
3,100,21,Safe,14.29
3,88,21,Safe,7.33
3,86,21,Safe,43.0
3,86,21,Safe,86.0
3,69,21,Safe,4.06
3,69,21,Safe,69.0
3,69,21,Safe,69.0
3,69,21,Safe,69.0
3,62,21,Safe,8.86
3,62,21,Safe,62.0
3,57,21,Safe,11.4
3,57,21,Safe,57.0
3,57,21,Safe,57.0
3,56,21,Safe,56.0
3,51,21,Safe,10.2
3,48,21,Safe,16.0
3,48,21,Safe,48.0
3,48,21,Safe,48.0
3,48,21,Safe,48.0
3,42,21,Safe,7.0
3,29,21,Safe,2.23
3,29,21,Safe,29.0
3,22,21,Safe,3.14
3,120,21,Safe,10.91
3,120,21,Safe,120.0
